20	31	32
20	32	1757
20	33	3252
20	34	4724
21	1	4600
21	2	882
21	3	1481
21	4	251
21	5	2467
21	6	639
21	7	264
21	8	840
21	9	572
21	10	923
21	11	439
21	12	478
21	13	91
21	14	75
21	15	6484
21	16	1479
21	17	4088
21	18	10406
21	19	5506
21	20	8638
21	21	269479
21	22	63630
21	23	10273
21	24	17718
21	25	5091
21	26	2070
21	27	515
21	28	0
21	29	314
21	31	67
21	32	211
21	33	787
21	34	919
22	1	6097
22	2	896
22	3	652
22	4	745
22	5	842
22	6	1573
22	7	910
22	8	974
22	9	984
22	10	353
22	11	149
22	12	226
22	13	242
22	14	52
22	15	5300
22	16	1639
22	17	3456
22	18	11961
22	19	10494
22	20	3262
22	21	47389
22	22	183019
22	23	13797
22	24	3623
22	25	1488
22	26	891
22	27	258
22	28	143
22	29	289
22	30	204
22	31	365
22	32	175
22	33	504
22	34	191
23	1	1213
23	2	159
23	3	715
23	5	1038
23	6	221
23	7	519
23	8	672
23	9	5816
23	10	492
23	11	1678
23	12	455
23	13	67
23	14	144
23	15	32376
23	16	5654
23	17	5908
23	18	8157
23	19	3010
23	20	633
23	21	11041
23	22	22340
23	23	141599
23	24	1819
23	25	387
23	26	403
23	27	338
23	30	135
23	32	349
23	33	71
23	34	536
24	1	1003
24	2	1802
24	3	1214
24	5	2572
24	6	1675
24	7	347
24	8	266
24	9	1339
24	11	970
24	12	1292
24	13	155
24	14	265
24	15	9643
24	16	1960
24	17	4109
24	18	9791
24	19	1803
24	20	6526
24	21	41876
24	22	16499
24	23	4704
24	24	212406
24	25	3784
24	26	959
24	28	177
24	29	476
24	30	72
24	31	72
24	33	161
24	34	0
25	1	2431
25	2	1440
25	3	1589
25	4	293
25	5	1688
25	6	250
25	8	328
25	9	70
25	10	35
25	11	265
25	12	70
25	14	218
25	15	2380
25	16	1714
25	17	2614
25	18	5312
25	19	2144
25	20	8423
25	21	18327
25	22	2347
25	23	1315
25	24	713
25	25	134842
25	26	11967
25	27	6093
25	28	899
25	29	1043
25	30	373
25	31	95
25	32	522
25	33	1781
25	34	311
26	1	2597
26	2	1392
26	3	1213
26	5	2861
26	6	19
26	7	205
26	8	37
26	9	838
26	11	75
26	12	150
26	13	1033
26	15	453
26	16	38
26	17	930
26	18	5796
26	19	2915
26	20	5571
26	21	8811
26	22	5516
26	23	987
26	24	2559
26	25	13313
26	26	275549
26	27	7810
26	28	466
26	29	1754
26	30	698
26	31	659
26	32	79
26	33	1737
26	34	1095
27	1	517
27	2	153
27	3	206
27	4	0
27	5	1114
27	6	45
27	8	48
27	10	161
27	11	121
27	15	36
27	16	253
27	17	157
27	18	527
27	19	592
27	20	1936
27	21	1404
27	22	278
27	24	197
27	25	5878
27	26	6255
27	27	96542
27	28	13912
27	29	3743
27	30	364
27	31	24
27	32	422
27	33	1036
27	34	698
28	1	237
28	2	0
28	3	27
28	4	82
28	5	183
28	7	376
28	9	88
28	10	0
28	13	66
28	15	48
28	17	73
28	18	137
28	19	194
28	20	294
28	21	448
28	22	203
28	23	18
28	25	870
28	26	505
28	27	19153
28	28	49737
28	29	1217
28	30	2282
28	31	436
28	32	0
28	33	406
28	34	399
29	1	2682
29	2	1632
29	3	1337
29	4	406
29	5	772
29	6	70
29	7	372
29	8	0
29	9	72
29	11	160
29	12	90
29	15	275
29	17	289
29	18	787
29	19	1728
29	20	1253
29	21	170
29	22	0
29	23	199
29	24	144
29	25	1903
29	26	1062
29	27	2561
29	28	721
29	29	215189
29	30	41423
29	31	2377
29	32	13552
29	33	11697
29	34	7493
30	1	2441
30	2	1173
30	3	420
30	4	98
30	5	220
30	6	547
30	7	179
30	8	161
30	9	208
30	10	1016
30	11	590
30	14	65
30	15	209
30	17	159
30	18	197
30	19	1186
30	20	1071
30	21	1410
30	22	295
30	24	184
30	25	227
30	26	122
30	27	616
30	28	5423
30	29	52515
30	30	342385
30	31	17215
30	32	1244
30	33	2678
30	34	1755
31	1	674
31	2	1001
31	3	309
31	5	166
31	6	430
31	7	41
31	8	346
31	9	192
31	10	87
31	11	82
31	15	0
31	18	219
31	19	377
31	20	157
31	21	94
31	22	115
31	25	139
31	26	260
31	28	874
31	29	9117
31	30	46951
31	31	69739
31	32	1734
31	33	509
31	34	960
32	1	2293
32	2	827
32	3	794
32	4	317
32	5	637
32	8	220
32	10	41
32	11	63
32	15	325
32	17	0
32	18	964
32	19	338
32	20	446
32	21	208
32	22	207
32	23	161
32	25	795
32	26	1349
32	27	219
32	28	198
32	29	5089
32	30	977
32	31	125
32	32	51963
32	33	13645
32	34	5392
33	1	5097
33	2	4449
33	3	2788
33	4	456
33	5	2076
33	7	225
33	8	344
33	9	344
33	11	54
33	12	51
33	15	194
33	16	357
33	17	333
33	18	1498
33	19	4757
33	20	1293
33	21	520
33	22	295
33	25	855
33	26	561
33	27	344
33	28	63
33	29	6051
33	30	2237
33	31	755
33	32	13087
33	33	139239
33	34	28976
34	1	8839
34	2	6380
34	3	2542
34	4	515
34	5	1340
34	6	430
34	7	259
34	8	337
34	9	495
34	10	315
34	15	281
34	18	1211
34	19	1484
34	20	1644
34	21	533
34	22	41
34	23	0
34	24	0
34	25	273
34	26	135
34	28	926
34	29	2109
34	30	878
34	31	556
34	32	4523
34	33	26062
34	34	110454
