1	1	38406
1	2	22199
1	3	26608
1	4	1152
1	5	6333
1	6	2253
1	7	778
1	8	2943
1	9	452
1	10	217
1	11	1281
1	12	115
1	13	179
1	14	0
1	15	790
1	16	330
1	17	405
1	18	5064
1	19	2383
1	20	3913
1	21	265
1	22	444
1	23	283
1	24	547
1	25	193
1	26	50
1	27	577
1	28	95
1	29	310
1	30	1042
1	31	68
1	32	696
1	33	930
1	34	3466
2	1	43475
2	2	98181
2	3	31304
2	4	15376
2	5	12497
2	6	3713
2	7	4248
2	8	3612
2	9	1654
2	10	1505
2	11	474
2	12	1533
2	13	663
2	15	710
2	16	195
2	17	1800
2	18	8977
2	19	2933
2	20	1257
2	21	1566
2	22	1123
2	23	786
2	24	122
2	25	536
2	26	166
2	27	879
2	28	0
2	29	506
2	30	192
2	31	130
2	32	558
2	33	5859
2	34	5837
3	1	42288
3	2	30617
3	3	101448
3	4	18137
3	5	41535
3	6	13687
3	7	4246
3	8	3788
3	9	3079
3	10	504
3	11	1331
3	12	372
3	13	442
3	14	28
3	15	454
3	16	271
3	17	535
3	18	7944
3	19	4863
3	20	503
3	21	1408
3	22	172
3	23	754
3	24	357
3	25	222
3	26	272
3	27	66
3	29	350
3	30	239
3	31	0
3	32	150
3	33	3079
3	34	2494
4	1	12178
4	2	28358
4	3	27856
4	4	53435
4	5	17611
4	6	4167
4	7	2891
4	8	2933
4	9	3503
4	10	124
4	11	2117
4	12	158
4	14	88
4	15	835
4	16	105
4	17	454
4	18	2857
4	19	195
4	20	418
4	21	291
4	22	352
4	23	44
4	25	168
4	28	84
4	29	45
4	30	178
4	31	523
4	32	0
4	33	1124
4	34	1220
5	1	16378
5	2	14200
5	3	43972
5	4	10013
5	5	280347
5	6	38590
5	7	19746
5	8	7896
5	9	5979
5	10	1427
5	11	1222
5	12	512
5	13	548
5	14	83
5	15	2686
5	16	1859
5	17	3417
5	18	2109
5	19	1004
5	20	1058
5	21	710
5	22	1784
5	23	507
5	24	81
5	25	129
5	26	672
5	27	471
5	29	26
5	32	59
5	33	545
5	34	762
6	1	7841
6	2	3540
6	3	8185
6	4	2073
6	5	36874
6	6	226009
6	7	57230
6	8	13947
6	9	9763
6	10	2529
6	11	2746
6	12	1749
6	13	1225
6	14	122
6	15	959
6	16	3892
6	17	3569
6	18	3543
6	19	2020
6	20	171
6	21	664
6	22	293
6	23	581
6	24	271
6	25	103
6	26	248
6	27	45
6	28	0
6	29	0
6	31	430
6	33	47
6	34	122
7	1	4300
7	2	2296
7	3	1369
7	4	1540
7	5	12347
7	6	37954
7	7	248046
7	8	55990
7	9	18363
7	10	6096
7	11	3384
7	12	2720
7	13	438
7	14	231
7	15	281
7	16	6216
7	17	2421
7	18	1789
7	19	2484
7	20	417
7	21	37
7	22	327
7	23	149
7	24	68
7	25	190
7	26	51
7	28	95
7	29	0
7	30	194
7	31	44
7	33	3792
7	34	54
8	1	2434
8	2	1539
8	3	1748
8	4	513
8	5	2131
8	6	5954
8	7	30944
8	8	238423
8	9	73495
8	10	17824
8	11	6597
8	12	5833
8	13	1431
8	14	336
8	15	496
8	16	6261
8	17	404
8	18	1317
8	19	205
8	20	210
8	21	528
8	22	63
8	23	105
8	24	0
8	25	182
8	26	448
8	28	0
8	29	198
8	30	51
8	31	280
8	32	79
8	34	41
9	1	820
9	2	549
9	3	634
9	4	379
9	5	1438
9	6	5372
9	7	11529
9	8	60571
9	9	299629
9	10	59394
9	11	36793
9	12	31253
9	13	10365
9	14	2740
9	15	2057
9	16	8115
9	17	1995
9	18	1144
9	19	875
9	20	136
9	21	417
9	22	368
9	23	669
9	24	177
9	25	50
9	26	193
9	27	25
9	29	54
9	30	120
9	32	0
9	33	71
9	34	212
10	1	1006
10	2	595
10	3	634
10	4	112
10	5	2388
10	6	3991
10	7	14056
10	8	32558
10	9	121769
10	10	302176
10	11	63696
10	12	16567
10	13	18860
10	14	3897
10	15	519
10	16	13171
10	17	187
10	18	1596
10	19	582
10	20	25
10	21	981
10	22	1379
10	23	106
10	25	136
10	26	42
10	28	271
10	30	910
10	31	66
10	32	42
10	34	488
11	1	1021
11	2	37
11	3	1827
11	4	57
11	5	2614
11	6	1817
11	7	4862
11	8	14889
11	9	64629
11	10	51715
11	11	180836
11	12	38510
11	13	45375
11	14	2652
11	15	1684
11	16	15400
11	17	700
11	18	1977
11	19	0
11	20	360
11	21	49
11	22	126
11	26	0
11	27	0
11	33	66
11	34	48
12	1	140
12	2	78
12	3	798
12	5	1175
12	6	2354
12	7	9579
12	8	19898
12	9	122294
12	10	25622
12	11	54484
12	12	251243
12	13	19081
12	14	2527
12	15	1271
12	16	15417
12	17	7886
12	18	1116
12	19	86
12	20	27
12	21	241
12	22	135
12	23	221
12	24	309
12	25	131
12	28	271
12	33	141
13	1	346
13	2	62
13	3	1210
13	4	91
13	5	1737
13	6	3404
13	7	2086
13	8	9394
13	9	41859
13	10	38932
13	11	64401
13	12	23045
13	13	161964
13	14	5743
13	15	1157
13	16	5652
13	17	427
13	18	254
13	19	425
13	21	155
13	22	69
13	23	239
13	24	67
13	25	122
13	26	0
13	33	217
13	34	58
14	1	133
14	3	113
14	7	378
14	8	1304
14	9	12676
14	10	4349
14	11	12657
14	12	2946
14	13	8012
14	14	105049
14	15	1649
14	16	980
14	17	222
14	18	261
14	19	151
14	21	197
14	23	107
14	24	88
14	25	86
14	26	28
14	29	33
14	30	33
15	1	2282
15	2	94
15	3	1202
15	4	136
15	5	2034
15	6	994
15	7	2039
15	8	1603
15	9	6949
15	10	1178
15	11	2897
15	12	4037
15	13	210
15	14	115
15	15	254045
15	16	9027
15	17	15483
15	18	6974
15	19	2387
15	20	1292
15	21	3130
15	22	5128
15	23	19887
15	24	836
15	25	451
15	26	140
15	28	24
15	29	0
15	30	0
15	31	47
15	32	77
15	33	65
15	34	164
16	1	835
16	2	345
16	3	448
16	4	205
16	5	3597
16	6	7483
16	7	15437
16	8	13511
16	9	42549
16	10	9113
16	11	6957
16	12	17002
16	13	2258
16	14	514
16	15	7871
16	16	346151
16	17	46174
16	18	13801
16	19	1677
16	20	1045
16	21	1073
16	22	2560
16	23	4929
16	24	215
16	25	356
16	26	115
16	30	343
16	32	79
16	34	87
17	1	2820
17	2	1175
17	3	4259
17	4	281
17	5	5296
17	6	7207
17	7	6308
17	8	4179
17	9	9783
17	10	409
17	11	2275
17	12	1269
17	13	419
17	15	27811
17	16	38930
17	17	363849
17	18	45105
17	19	10912
17	20	3895
17	21	2752
17	22	5158
17	23	8622
17	24	209
17	25	179
17	26	671
17	28	121
17	29	229
17	31	0
17	33	77
17	34	141
18	1	12873
18	2	2962
18	3	7135
18	4	1400
18	5	2725
18	6	2507
18	7	2992
18	8	1611
18	9	3249
18	10	695
18	11	2038
18	12	913
18	13	225
18	14	341
18	15	10142
18	16	4659
18	17	63608
18	18	366186
18	19	64668
18	20	12082
18	21	6729
18	22	9954
18	23	3288
18	24	2254
18	25	1789
18	26	1825
18	27	119
18	29	274
18	30	119
18	32	449
18	33	851
18	34	1489
19	1	5813
19	2	2656
19	3	3827
19	4	249
19	5	1557
19	6	798
19	7	637
19	8	1147
19	9	810
19	10	380
19	11	210
19	12	628
19	13	0
19	15	1476
19	16	964
19	17	5349
19	18	36291
19	19	154132
19	20	23515
19	21	4215
19	22	4825
19	23	2074
19	24	371
19	25	755
19	26	654
19	27	43
19	28	709
19	29	142
19	30	268
19	31	0
19	32	891
19	33	1900
19	34	832
20	1	7262
20	2	2237
20	3	2543
20	4	572
20	5	2837
20	6	288
20	7	666
20	8	702
20	9	426
20	10	35
20	12	281
20	13	50
20	15	2945
20	16	1234
20	17	2589
20	18	18030
20	19	48867
20	20	197489
20	21	12433
20	22	10526
20	23	3279
20	24	1517
20	25	5455
20	26	976
20	27	325
20	28	667
20	29	1918
20	30	1247
