lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
21.47152,14.8049,11.73201,21.4645,14.81883,11.97384,21.47594,14.83814,12.06723,21.5736,14.93902,12.19912,0,1,0
21.4967,15.02831,12.49932,21.49354,15.06827,12.68673,21.50613,15.09462,12.75864,21.60337,15.19161,12.86669,1,1,1
21.4892,14.96624,12.32373,21.4849,14.99961,12.5204,21.49715,15.0242,12.59608,21.59451,15.12216,12.7084,2,1,2
21.5578,15.0223,12.3317,21.5501,15.05088,12.52595,21.55954,15.07262,12.60078,21.65079,15.16576,12.71233,3,2,0
21.56386,15.07337,12.48426,21.55709,15.10749,12.67025,21.56679,15.13058,12.74125,21.65789,15.22241,12.84742,4,2,1
21.5572,15.01714,12.31539,21.54941,15.04511,12.51052,21.5588,15.06655,12.58536,21.65001,15.15932,12.69629,5,2,2
21.48741,14.95929,12.30293,21.47532,14.98575,12.49829,21.48102,15.00497,12.57296,21.56565,15.09272,12.6833,6,3,0
21.49286,15.00496,12.43572,21.48202,15.03963,12.63116,21.48817,15.06157,12.70523,21.57289,15.14984,12.81395,7,3,1
21.48615,14.94852,12.26982,21.47413,14.97594,12.4729,21.47988,14.99567,12.55021,21.56459,15.08418,12.66288,8,3,2
21.65144,15.08791,12.3032,21.64396,15.11434,12.50335,21.65331,15.13531,12.58002,21.74105,15.22578,12.69239,9,4,0
21.66131,15.17207,12.56818,21.65515,15.20631,12.75006,21.66494,15.22969,12.82054,21.75284,15.32114,12.93055,10,4,1
21.65442,15.114,12.3906,21.6472,15.14175,12.58099,21.65665,15.16323,12.65492,21.74453,15.25474,12.76841,11,4,2
21.50013,14.98818,12.37245,21.48756,15.01626,12.56435,21.49209,15.03553,12.63845,21.56879,15.11905,12.75114,12,5,0
21.5054,15.03166,12.49439,21.49368,15.0646,12.68009,21.49847,15.0852,12.75127,21.57515,15.1682,12.85978,13,5,1
21.49822,14.97206,12.32466,21.48534,14.99814,12.51885,21.48973,15.01661,12.5935,21.56632,15.09932,12.70563,14,5,2
21.34591,14.84915,12.30356,21.3216,14.87125,12.49868,21.31647,14.8844,12.57319,21.37792,14.95681,12.68458,15,6,0
21.34815,14.86762,12.35303,21.32449,14.89387,12.54972,21.31956,14.90815,12.62361,21.38093,14.9797,12.73139,16,6,1
21.34153,14.81229,12.19991,21.31661,14.83114,12.40439,21.31121,14.84286,12.48153,21.3724,14.9136,12.59298,17,6,2
21.33029,14.80361,12.20283,21.30561,14.82311,12.40737,21.29992,14.83479,12.48453,21.3567,14.90229,12.59558,18,7,0
21.33869,14.87307,12.39081,21.31533,14.89985,12.58181,21.31013,14.91401,12.65384,21.36709,14.98194,12.75909,19,7,1
21.33149,14.81377,12.23176,21.30687,14.83329,12.43153,21.30119,14.84494,12.50711,21.35793,14.91202,12.61631,20,7,2
21.37517,14.84897,12.235,21.35456,14.87003,12.43373,21.35139,14.88295,12.50907,21.40321,14.94586,12.61759,21,8,0
21.39117,14.97791,12.57213,21.37325,15.01363,12.75337,21.37122,15.03248,12.82358,21.42453,15.10426,12.9366,22,8,1
21.38159,14.90248,12.38353,21.36205,14.92973,12.57354,21.35938,14.94552,12.64705,21.41208,15.01444,12.76204,23,8,2
21.19334,14.76058,12.3751,21.16764,14.79026,12.56507,21.158,14.80391,12.6383,21.18232,14.85619,12.75178,24,9,0
21.2117,14.8951,12.66313,21.18918,14.93873,12.83973,21.18094,14.95809,12.90844,21.20733,15.01905,13.02147,25,9,1
21.19847,14.79975,12.46366,21.17364,14.83351,12.64876,21.1644,14.84899,12.7206,21.18937,14.90443,12.83473,26,9,2
21.0764,14.71469,12.46077,21.06033,14.75957,12.64872,21.05654,14.78053,12.72159,21.0786,14.83644,12.83609,27,10,0
21.0921,14.82316,12.67011,21.07844,14.87686,12.84693,21.07554,14.90046,12.91475,21.09914,14.96152,13.02682,28,10,1
21.07677,14.71737,12.46622,21.06065,14.76174,12.65254,21.05676,14.78199,12.72402,21.07875,14.83741,12.83762,29,10,2
21.4529,14.9909,12.49329,21.44414,15.0268,12.67739,21.44925,15.04806,12.74854,21.50762,15.12149,12.86311,30,11,0
21.4611,15.05469,12.65098,21.45411,15.10063,12.83553,21.45999,15.1262,12.90802,21.51919,15.2043,13.02544,31,11,1
21.45124,14.97753,12.45825,21.4426,15.01494,12.65067,21.44786,15.03755,12.72605,21.5064,15.11241,12.84448,32,11,2
21.5905,15.08583,12.46408,21.5856,15.12137,12.65522,21.59583,15.14593,12.73043,21.6784,15.23702,12.85036,33,12,0
21.59496,15.12248,12.56809,21.59043,15.15946,12.74831,21.60065,15.18347,12.81787,21.68278,15.27085,12.92719,34,12,1
21.58763,15.0616,12.39121,21.582,15.09211,12.58001,21.59188,15.11428,12.65309,21.67393,15.20144,12.76573,35,12,2
21.57795,15.054,12.39238,21.57577,15.08776,12.58331,21.58872,15.11247,12.65726,21.67801,15.20529,12.77096,36,13,0
21.58392,15.10377,12.53728,21.58278,15.14389,12.72373,21.59604,15.17039,12.79548,21.68522,15.26223,12.90429,37,13,1
21.57684,15.04451,12.36309,21.57461,15.07815,12.55803,21.58754,15.10289,12.63328,21.67674,15.19503,12.74579,38,13,2
