lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
12.44108,12.8889,12.48734,12.56633,13.06699,12.73957,12.61969,13.14071,12.83899,12.68209,13.22557,12.95047,0,1,0
13.71335,12.8948,12.52674,13.89518,13.07305,12.77711,13.96025,13.14674,12.87544,14.02946,13.23152,12.98552,1,1,1
13.13908,12.89122,12.50301,13.30416,13.06937,12.75449,13.36585,13.14309,12.85347,13.4331,13.22791,12.96439,2,1,2
13.17283,12.94273,12.53007,13.33249,13.11171,12.77429,13.39235,13.18205,12.87085,13.45771,13.26327,12.97931,3,2,0
13.74665,12.94625,12.55393,13.92716,13.11536,12.79728,13.99187,13.1857,12.89326,14.06075,13.26689,13.00095,4,2,1
13.18447,12.94278,12.53044,13.34638,13.11178,12.77469,13.40702,13.18212,12.87125,13.4732,13.26334,12.97972,5,2,2
13.17475,12.92641,12.51917,13.33748,13.09612,12.76338,13.39838,13.16676,12.85997,13.46482,13.24832,12.96849,6,3,0
13.67438,12.92941,12.53942,13.86406,13.0993,12.78335,13.93258,13.16997,12.8796,14.00575,13.25153,12.98762,7,3,1
13.12725,12.9262,12.5177,13.2945,13.09593,12.76216,13.35756,13.16658,12.85885,13.42657,13.24815,12.96748,8,3,2
13.18138,13.0106,12.57515,13.34173,13.17106,12.81221,13.40249,13.23819,12.90632,13.46914,13.31593,13.01226,9,4,0
13.83433,13.01454,12.60245,14.01307,13.17515,12.83849,14.07711,13.24228,12.93192,14.14523,13.31999,13.03695,10,4,1
13.26953,13.01099,12.57792,13.42791,13.17145,12.81471,13.48719,13.23857,12.9087,13.55183,13.3163,13.01449,11,4,2
13.23894,12.96479,12.55681,13.4013,13.13068,12.79587,13.4619,13.1999,12.89072,13.52791,13.27994,12.99747,12,5,0
