0,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
1,1,0,31.31428436,32.38109732,528353422.9,8065370.745,0.000573723,-1, 
2,1,0,31.30607055,32.38109732,527970705.8,8065312.754,0.000573723,-1, 
3,1,0,31.30087468,32.38109732,527970705.8,8065312.754,0.000573723,-1, 
4,1,0,31.30087468,32.38109732,529849205.4,8074491.635,0.000573723,-1, 
5,19,0,31.40465221,32.42525168,531056447.4,8112274.18,0.010900746,-1, 
6,2,0,31.30175471,32.38256791,530049390.3,8058961.2,0.001147447,-1, 
7,7,0,31.36819397,32.42378547,541239573.5,8092665.172,0.004016064,-1, 
8,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
9,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
10,1,0,31.30087468,32.38109732,528110078.7,8066019.127,0.000573723,-1, 
11,13,0,31.36784309,32.40683624,538096786.3,8054061.447,0.007458405,-1, 
12,15,0,31.34763395,32.38109732,528584551.5,8070508.262,0.008605852,-1, 
13,1,0,31.30087468,32.38109732,528134229.1,8065411.518,0.000573723,-1, 
14,2,0,31.30758771,32.38109732,528376941.9,8057244.385,0.001147447,-1, 
15,3,0,31.30087468,32.38109732,530698320.9,8042416.368,0.00172117,-1, 
16,1,0,31.30372917,32.38109732,527970705.8,8065312.754,0.000573723,-1, 
17,6,0,31.31906169,32.39452026,537042209.3,8075249.407,0.003442341,-1, 
18,6,0,31.35024872,32.38891432,528809402.9,8070869.639,0.003442341,-1, 
19,9,0,38.67182125,38.72681671,575646613.8,8501014.565,0.005163511,-1, 
20,16,0,31.39728236,32.44988159,535412821.1,8109372.896,0.009179575,-1, 
21,7,0,31.40259221,32.41668565,540746619.3,8082459.025,0.004016064,-1, 
22,15,0,31.37656871,32.53520291,547740238.6,8111620.2,0.008605852,-1, 
23,1,0,31.31231207,32.38109732,529356297.4,8072466.553,0.000573723,-1, 
24,26,0,31.36376956,32.40903791,533548091.2,8111162.374,0.01491681,-1, 
25,11,0,31.32806262,32.392928,542756543.8,8126925.031,0.006310958,-1, 
26,5,0,31.31431999,32.38109732,528174490.9,8066461.197,0.002868617,-1, 
27,15,0,31.38984494,32.42017426,528107633.6,8065665.94,0.008605852,-1, 
28,15,0,31.37082333,32.42699759,542038756.6,8206563.675,0.008605852,-1, 
29,9,0,31.35440272,32.43340156,531430972.9,8086812.361,0.005163511,-1, 
30,11,0,31.33260117,32.40639141,540001603.4,8070780.393,0.006310958,-1, 
31,3,0,31.33169722,32.40050906,532687159.5,8037798.951,0.00172117,-1, 
32,48,0,31.46698473,32.42593312,556808876.2,8184139.779,0.027538726,-1, 
33,26,0,31.44140427,32.45740838,536564891.1,8073996.232,0.01491681,-1, 
34,8,0,31.54760156,32.83468176,529804171.8,8076149.247,0.004589788,-1, 
35,35,0,31.42353431,32.45952126,546920583.9,8140608.366,0.020080321,-1, 
36,10,0,31.49651232,32.52835079,539185253,8117642.801,0.005737235,-1, 
37,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
38,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
39,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
40,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
41,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
42,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
43,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
44,0,0,31.30087468,32.38109732,-1,-1,0,-1, 
45,9,0,31.34258713,32.42354097,534678622.1,8087584.338,0.005163511,-1, 
46,6,0,31.30101506,32.38109732,528367578.6,8068660.417,0.003442341,-1, 
47,9,0,31.30277553,32.38109732,529800181.6,8071664.428,0.005163511,-1, 
48,6,0,31.32094277,32.39363035,530930862.6,8067712.503,0.003442341,-1, 
49,14,0,31.40417499,32.50232044,547445709.6,8127976.215,0.008032129,-1, 
50,13,0,31.32606592,32.41286185,534330863.5,8103308.078,0.007458405,-1, 
51,52,0,31.5418359,32.71045529,559906494,8163163.574,0.02983362,-1, 
52,12,0,31.35190591,32.38668547,544680573.1,8107646.535,0.006884682,-1, 
53,4,0,31.34255015,32.41870524,529961626.2,8070900.386,0.002294894,-1, 
54,30,0,31.43708174,32.49250074,544242353.9,8052358.606,0.017211704,-1, 
