ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
850,17,17,4,1320,3656,3670,1683,1284,36,262,272,376,410,605,448,10,0.24,264,175,669,918,1156,752,25,75,50,114,0,0,0,0,4,0,0,0,1,1.05975,0,1320,850,14
851,17,17,4,747,2046,2046,993,742,5,91,132,209,315,618,198,11,0.25,141,81,377,465,694,429,8,49,27,57,0,0,0,0,4,0,0,0,1,1.09447,0,747,851,0
852,17,17,4,2101,5880,5887,2884,1926,175,376,442,595,688,568,463,44,0.21,375,291,1087,1684,1803,1022,34,107,183,36,0,15,0,0,4,0,0,0,1,1.12855,0,2101,852,7
853,17,17,4,2020,5414,6049,2565,1374,646,464,584,654,318,595,265,164,0.16,2003,360,1208,2120,1546,815,13,169,1179,565,0,77,0,0,4,0,0,0,1,1.33996,0,2020,853,635
854,17,17,4,2201,6580,6599,2575,480,1721,1040,657,356,148,203,141,55,0.08,272,728,1463,2873,1130,405,98,24,65,72,4,9,0,0,4,0,0,0,2,1.53512,0,2201,854,19
855,17,17,4,1676,4876,4884,1811,926,750,891,412,265,108,283,221,43,0.16,503,454,993,1819,934,684,53,133,239,29,4,45,0,0,4,0,0,0,2,1.29687,0,1676,855,8
856,17,17,4,2426,7289,7369,3129,1516,910,1000,643,549,234,383,230,145,0.16,717,507,1407,2777,1696,982,137,136,399,16,5,24,0,0,4,0,0,0,3,1.31692,0,2426,856,80
857,17,17,4,1004,3103,3182,1167,611,393,301,374,266,63,246,125,115,0.14,1079,225,614,1240,736,367,193,149,560,71,4,102,0,0,4,1448.2041,0,0,2,1.31807,0,1004,857,79
858,17,17,4,2054,5978,5978,2513,1347,707,782,513,548,211,385,313,71,0.21,998,331,1103,1969,1483,1092,198,205,358,133,0,104,0,0,4,152.54771,0,0,3,1.2763,0,2054,858,0
859,17,17,4,1374,4342,4352,1642,1270,104,437,289,420,228,304,274,7,0.27,167,234,754,1210,1118,1036,14,47,55,43,0,8,0,0,4,0,0,0,3,1.18887,0,1374,859,10
860,17,17,4,2236,6301,6304,2971,1620,616,467,631,600,538,2202,312,585,0.22,4119,403,868,2176,1655,1202,321,696,483,577,4,2038,0,0,4,0,0,0,3,1.21522,0,2236,860,3
861,17,17,4,2155,6811,6834,2708,2065,90,723,527,565,340,612,431,162,0.24,2240,372,1272,2029,1678,1483,444,448,472,148,0,728,0,0,4,0,0,0,3,1.25746,0,2155,861,23
862,17,17,4,2730,6753,6897,3213,1363,1367,1071,716,719,224,773,313,459,0.24,4727,395,985,2528,1539,1450,860,835,568,469,0,1995,0,0,4,0,0,0,3,1.31367,0,2730,862,144
863,17,17,4,1333,3977,3989,1513,950,383,446,376,359,152,355,192,161,0.2,2087,250,673,1313,1068,685,723,374,567,108,4,311,0,0,3,0,0,0,3,1.34525,0,1333,863,12
864,17,17,4,3126,7284,7290,3595,872,2254,1385,950,599,192,433,183,236,0.16,2610,496,1069,3007,1766,952,205,524,1121,203,4,553,0,0,3,2212.88501,0,0,3,1.46357,0,3126,864,6
865,17,17,4,1412,3829,3832,1498,1324,88,493,385,339,195,313,304,7,0.29,473,162,533,1114,1020,1003,0,31,383,51,0,8,0,0,4,0,0,0,3,1.17428,0,1412,865,3
866,17,17,4,1425,3720,3728,1717,1370,55,365,297,367,396,818,522,39,0.3,623,147,512,996,1083,990,16,78,248,262,0,19,0,0,4,0,0,0,1,1.0592,0,1425,866,8
867,17,17,4,1013,2476,2477,1093,809,204,270,201,295,247,202,193,9,0.27,277,100,361,689,738,589,23,51,165,31,0,7,0,0,4,0,0,0,3,1.16684,0,1013,867,1
868,17,17,4,1439,3763,3770,1714,1204,235,450,337,433,219,259,230,28,0.17,469,268,660,1286,1016,540,17,103,302,32,0,15,0,0,4,0,0,0,3,1.22636,0,1439,868,7
869,17,17,4,1681,3902,4080,1843,969,712,667,354,359,301,251,219,29,0.23,788,221,600,1333,1100,826,131,156,346,103,4,48,0,0,4,0,0,0,3,1.31631,0,1681,869,178
870,17,17,4,1620,4656,4657,1805,1209,411,569,521,369,161,247,194,47,0.18,2375,331,687,1854,1078,707,84,216,249,1703,4,119,0,0,4,0,0,0,3,1.65227,0,1620,870,1
871,17,17,4,2867,6608,6841,3001,1039,1828,1233,961,531,142,415,204,191,0.24,5443,396,900,2473,1601,1471,572,1681,1625,1258,62,245,0,0,3,0,0,0,3,1.78634,0,2867,871,233
872,17,17,4,2872,9348,9361,3879,2124,748,911,915,698,348,538,422,111,0.18,1376,705,1734,3243,2285,1394,220,64,481,165,0,446,0,0,4,0,0,0,3,1.30981,0,2872,872,13
873,17,17,4,1822,5809,5814,2362,1346,476,571,552,480,219,2003,321,1682,0.15,10924,417,1136,2067,1471,723,1261,1979,875,1711,2,5096,0,0,4,0,0,0,3,1.18138,0,1822,873,5
874,18,18,4,0,0,0,0,0,0,0,0,0,0,2428.5,0,2350,0.18,3131,0,0,0,0,0,134,572,533,628,10,1254,0,0,5,0,0,0,3,0.95461,0,0,874,0
875,18,18,4,984,3502,3552,829,867,117,610,180,139,55,1609.90002,157,869,0.18,15339,273,835,1148,727,569,655,2803,2610,3079,48,6144,0,0,3,0,0,0,3,1.59865,0,984,875,50
876,18,18,4,601,2193,2255,504,511,90,356,143,53,49,120,108,12,0.17,53,139,600,761,411,344,0,27,0,10,1,15,0,0,4,0,0,0,3,1.23905,0,601,876,62
877,18,18,4,826,3111,3115,835,628,198,403,167,199,57,156,107,42,0.14,196,263,864,1077,534,377,31,39,95,10,1,20,0,0,4,0,0,0,3,1.31287,0,826,877,4
878,18,18,4,1463,5155,5229,1574,976,487,840,367,206,50,250,133,99,0.12,618,510,1289,1893,1041,496,116,53,229,83,8,129,0,0,3,0,0,0,3,1.39879,0,1463,878,74
879,18,18,4,1235,3782,3791,1430,1031,204,563,296,288,88,157,94,63,0.13,438,298,872,1328,891,402,168,70,87,77,8,28,0,0,4,0,0,0,3,1.4318,0,1235,879,9
880,18,18,4,892,3536,3536,949,565,327,418,224,174,76,142,103,34,0.1,302,365,996,1251,648,276,20,0,236,29,8,9,0,0,4,0,0,0,3,1.43524,0,892,880,0
881,18,18,4,1027,3052,3062,1087,628,399,542,206,237,42,142,128,10,0.11,178,314,733,1088,665,262,26,6,140,6,0,0,0,0,4,0,0,0,2,1.33379,0,1027,881,10
882,18,18,4,899,2397,2406,1016,699,200,421,235,194,49,196,139,45,0.13,591,170,537,836,619,244,77,62,197,240,0,15,0,0,4,0,0,0,1,1.25983,0,899,882,9
883,18,18,4,1137,2805,2805,1310,1090,47,294,186,299,358,1702,492,38,0.26,848,121,390,686,985,623,9,232,301,286,0,20,0,0,4,0,0,0,1,1.05698,0,1137,883,0
884,18,18,4,1373,3285,3309,1713,1265,108,222,219,399,533,1149,455,239,0.23,482,143,466,789,1282,629,55,144,213,22,0,48,0,0,4,0,0,0,1,1.0091,0,1373,884,24
885,18,18,4,2540,5982,5982,3435,1858,682,438,380,649,1073,2115,1088,190,0.21,972,275,831,1670,2211,995,49,202,542,127,0,52,0,0,4,2213.86108,944.19312,4602.32031,1,1.01044,0,2540,885,0
886,18,18,4,1653,4150,4168,2094,1408,245,574,408,415,256,376,360,14,0.13,375,310,874,1419,1133,432,73,95,159,23,8,17,0,0,4,0,0,0,1,1.13182,0,1653,886,18
887,18,18,4,1121,2748,2886,1112,816,305,455,159,324,183,437,226,108,0.17,304,216,573,892,801,404,9,50,197,48,0,0,0,0,4,1102.04639,0,0,1,1.08486,0,1121,887,138
888,18,18,4,1437,4657,4696,1309,756,681,859,360,171,47,198,189,9,0.1,152,461,1314,1641,912,368,0,0,129,10,8,5,0,0,4,1758.18835,0,0,3,1.33762,0,1437,888,39
889,18,18,4,1080,3321,3323,1087,740,340,606,299,142,33,130,120,10,0.1,202,340,817,1193,717,256,0,84,62,0,8,48,0,0,4,0,0,0,2,1.40304,0,1080,889,2
890,18,18,4,1476,4970,4973,1279,1055,421,816,431,184,45,211,155,41,0.13,246,457,1258,1728,998,532,22,42,167,5,8,2,0,0,4,0,0,0,3,1.38697,0,1476,890,3
891,18,18,4,1402,5051,5062,1354,928,474,824,363,179,36,186,145,40,0.12,209,519,1371,1736,944,492,89,6,90,16,8,0,0,0,4,0,0,0,3,1.41575,0,1402,891,11
892,18,18,4,1094,4300,4307,1320,712,382,516,319,186,73,313,114,167,0.1,737,441,1144,1650,735,337,126,108,194,54,8,247,0,0,4,0,0,0,3,1.2732,0,1094,892,7
893,18,18,4,802,3103,3122,864,404,398,506,193,87,16,210,78,122,0.1,660,327,919,1116,509,251,36,86,140,99,8,291,0,0,4,0,0,0,3,1.30712,0,802,893,19
894,18,18,4,960,3287,3414,978,471,489,572,247,106,35,201,79,117,0.14,676,356,866,1227,564,401,36,85,83,251,0,221,0,0,3,0,0,0,3,1.34457,0,960,894,127
895,18,18,4,1691,5547,5547,1465,931,760,1130,318,172,71,296,118,158,0.11,752,492,1621,1903,1012,519,42,55,239,308,1,107,0,0,4,0,0,0,3,1.35948,0,1691,895,0
896,18,18,4,738,2594,2598,907,414,324,447,188,88,15,595,64,408,0.1,2557,210,577,1164,439,208,320,246,335,700,1,955,0,0,4,2207.99634,0,0,3,1.22449,0,738,896,4
897,18,18,4,1081,3903,3954,1149,529,552,653,232,129,67,128,70,57,0.1,283,407,975,1602,657,313,63,29,106,53,0,32,0,0,3,0,0,0,3,1.52768,0,1081,897,51
898,18,18,4,1196,3868,3930,1164,556,640,778,234,125,59,125,101,21,0.11,174,396,1002,1534,641,357,32,36,71,31,0,4,0,0,3,0,0,0,2,1.51178,0,1196,898,62
899,18,18,4,2259,7187,7207,2010,1475,784,1266,598,302,93,281,225,49,0.14,540,615,1718,2593,1470,811,36,54,307,115,0,28,0,0,4,0,0,0,3,1.43367,0,2259,899,20
900,18,18,4,1702,5410,5492,1892,1344,358,912,519,210,61,269,171,77,0.13,1993,471,1394,1911,1126,590,225,222,560,973,0,13,0,0,3,0,0,0,2,1.62266,0,1702,900,82
901,18,18,4,1638,4054,4055,1535,930,708,874,354,298,112,222,174,27,0.12,243,315,826,1457,1090,367,0,55,66,122,0,0,0,0,3,0,0,0,1,1.29573,0,1638,901,1
902,18,18,4,715,1737,2425,1013,571,144,255,172,224,64,296,143,153,0.12,780,128,507,937,621,232,40,70,613,36,1,20,0,0,4,0,1017.72534,82.35888,1,1.15121,0,715,902,688
903,18,18,4,1714,4099,4110,1877,1528,186,689,337,460,228,228,212,16,0.16,282,232,756,1330,1296,496,24,63,111,83,0,1,0,0,4,0,0,0,1,1.26004,0,1714,903,11
904,18,18,4,2022,5974,6026,2174,1273,749,1079,413,391,139,260,221,31,0.11,410,454,1463,2198,1373,538,20,72,292,26,0,0,0,0,4,0,0,0,1,1.37787,0,2022,904,52
905,18,18,4,2265,7759,7764,2730,1384,881,1092,531,465,177,255,223,30,0.11,443,670,1892,2890,1603,709,37,41,276,78,0,11,0,0,3,0,0,0,1,1.49953,0,2265,905,5
906,18,18,4,2005,5733,5884,2306,1108,897,1048,580,245,132,212,171,19,0.13,402,470,1278,2207,1297,632,117,47,211,13,1,13,0,0,3,0,0,0,2,1.52001,0,2005,906,151
907,18,18,4,1105,2666,2705,1500,938,167,283,254,320,248,302,200,50,0.17,246,156,416,943,826,364,5,82,98,45,1,15,0,0,4,0,0,0,1,1.12545,0,1105,907,39
908,18,18,4,1488,3711,3719,1827,950,538,394,467,324,303,217,186,27,0.18,429,236,621,1206,1124,532,127,79,134,54,1,34,0,0,4,0,0,0,1,1.28369,0,1488,908,8
909,18,18,4,1370,3422,3429,1700,1102,268,478,312,318,262,235,207,26,0.18,216,212,550,1176,977,514,20,55,107,22,1,11,0,0,4,0,0,0,1,1.18992,0,1370,909,7
910,18,18,4,2218,5008,5048,2810,1770,448,534,461,766,457,417,357,60,0.19,794,276,761,1703,1532,776,0,172,491,47,2,82,0,0,4,0,0,0,1,1.18702,0,2218,910,40
911,18,18,4,996,2320,2671,1279,974,22,138,171,280,407,463,358,90,0.25,611,110,318,812,866,565,103,57,397,36,0,18,0,0,4,0,323.55768,592.20612,1,1.05834,0,996,911,351
912,18,18,4,1800,4353,4353,2437,1754,46,180,195,473,952,1215,638,27,0.19,678,226,552,1231,1687,657,83,155,181,207,8,44,0,0,4,0,0,0,1,1.05358,0,1800,912,0
913,18,18,4,2443,5778,5783,3300,2220,223,330,343,657,1113,764,697,50,0.18,2012,322,604,1841,2195,821,531,645,501,180,0,155,0,0,4,0,0,0,1,1.14597,0,2443,913,5
914,18,18,4,2279,5314,5313,2923,1768,511,257,405,524,1093,1007,717,11,0.15,476,330,547,1973,1847,616,43,197,98,108,0,30,0,0,4,330.51538,0,0,1,1.0508,0,2279,914,-1
915,18,18,4,1337,3215,3218,1563,1060,277,218,207,278,634,455,331,28,0.21,475,188,387,952,1150,541,3,198,186,47,1,40,0,0,4,0,0,0,1,1.10813,0,1337,915,3
916,18,18,4,1367,3325,3484,1575,1185,182,194,225,351,597,668,237,59,0.22,1016,242,429,1057,1110,646,348,145,429,55,4,35,0,0,4,302.15842,0,0,1,1.24687,0,1367,916,159
917,18,18,4,1702,4777,4777,2410,1638,64,294,235,344,829,334,284,15,0.16,1042,246,1194,972,1775,590,33,390,210,391,4,14,0,0,4,836.07074,0,0,1,1.32135,0,1702,917,0
918,18,18,4,2116,5919,5921,2748,2106,10,35,40,197,1844,729,649,32,0.23,1059,287,1310,951,2291,1082,10,317,291,381,4,56,0,0,4,0,0,0,1,1.11347,0,2116,918,2
919,18,18,4,688,1677,1678,849,639,49,91,72,133,392,262,258,1,0.25,168,77,211,391,644,355,4,57,85,19,0,3,0,0,5,0,0,0,1,1.03651,0,688,919,1
920,18,18,4,810,1953,1954,1021,793,17,105,80,172,453,304,207,8,0.2,268,110,260,542,742,300,12,107,142,4,0,3,0,0,4,319.76187,0,0,1,1.10698,0,810,920,1
921,18,18,4,1216,2682,2684,1442,602,614,492,228,319,177,153,117,15,0.16,453,174,343,1044,775,348,65,231,73,36,2,46,0,0,4,0,0,0,1,1.39388,0,1216,921,2
922,18,18,4,1885,4129,4130,2269,1133,752,639,398,395,453,259,207,17,0.22,589,220,445,1467,1236,762,57,151,284,71,2,24,0,0,4,0,0,0,1,1.32689,0,1885,922,1
923,18,18,4,2561,7047,7089,2855,1293,1268,1300,688,453,120,288,237,22,0.11,703,544,1658,2618,1666,603,104,309,201,67,2,20,0,0,3,0,0,0,1,1.48392,0,2561,923,42
924,18,18,4,1854,5856,5930,2189,961,893,1017,457,273,107,183,137,41,0.11,551,538,1384,2267,1241,500,74,23,280,159,0,15,0,0,3,0,295.11847,380.42618,1,1.60235,0,1854,924,74
925,18,18,4,1851,6611,6746,2357,893,958,1114,458,169,110,173,82,82,0.12,1202,653,1498,2744,1159,692,215,52,727,185,14,9,0,0,3,265.97562,0,0,3,1.91837,0,1851,925,135
926,18,18,4,1462,4337,4381,1612,697,765,797,370,233,62,465,116,347,0.1,3279,390,961,1860,837,333,781,734,783,518,14,449,0,0,4,0,0,0,3,1.36391,0,1462,926,44
927,18,18,4,1294,4487,4719,1535,364,930,723,361,127,83,97,51,41,0.09,908,509,1112,2022,712,364,104,71,637,85,0,11,0,0,2,0,0,0,2,2.20187,0,1294,927,232
928,18,18,4,1300,4602,4649,1394,519,781,800,298,128,74,99,72,26,0.08,534,483,1274,1886,693,313,48,57,153,262,0,14,0,0,2,0,0,0,2,1.94591,0,1300,928,47
929,18,18,4,1211,4066,4112,1283,633,578,714,291,176,30,118,116,2,0.14,251,325,1079,1446,793,469,0,20,131,96,0,4,0,0,3,0,0,0,1,1.5871,0,1211,929,46
930,18,18,4,710,1831,2145,650,473,237,217,182,203,108,138,82,15,0.29,258,125,360,600,500,560,0,14,210,27,0,7,0,0,3,0,0,0,1,1.39131,0,710,930,314
931,18,18,4,1260,3193,3208,1379,414,846,677,363,177,43,134,107,25,0.13,1155,242,612,1252,784,318,0,19,1080,48,0,8,0,0,3,0,0,0,1,1.69035,0,1260,931,15
932,18,18,4,1242,4000,4000,1564,685,557,713,244,183,102,128,127,1,0.12,24,304,1069,1423,817,387,0,0,10,8,0,6,0,0,3,0,0,0,1,1.44206,0,1242,932,0
933,18,18,4,1955,6911,6946,2314,800,1155,1220,430,223,82,229,111,91,0.11,442,594,1839,2587,1308,618,69,119,213,14,0,27,0,0,3,0,0,0,1,1.5818,0,1955,933,35
934,18,18,4,2668,6945,7071,3109,323,2345,1745,580,249,94,169,132,30,0.11,553,567,1441,3043,1364,656,115,45,219,40,0,134,0,0,2,0,0,0,2,1.79345,0,2668,934,126
935,18,18,4,1485,3629,3644,1689,363,1122,770,406,249,60,104,99,1,0.13,76,238,675,1550,797,384,0,25,46,0,0,5,0,0,3,0,0,0,1,1.55576,0,1485,935,15
936,18,18,4,1353,3137,3137,1535,383,970,678,325,210,140,105,98,5,0.11,156,188,596,1360,715,278,4,56,72,9,0,15,0,0,3,0,0,0,1,1.4854,0,1353,936,0
937,18,18,4,1458,3134,3136,1725,805,653,405,268,371,414,207,177,7,0.2,697,180,303,1198,926,529,225,142,160,92,60,18,0,0,4,0,0,0,1,1.35269,0,1458,937,2
938,18,18,4,1579,4197,4197,2099,1536,43,259,183,332,805,301,286,6,0.2,352,263,645,1046,1566,677,29,117,98,91,1,16,0,0,4,0,0,0,1,1.19597,0,1579,938,0
939,18,18,4,1858,3445,3461,2201,585,1273,559,565,362,372,168,118,48,0.15,1017,140,268,1609,1052,392,110,452,307,93,1,54,0,0,3,0,0,0,1,1.51842,0,1858,939,16
940,18,18,4,2087,3549,3584,2296,268,1819,755,722,450,160,124,97,20,0.14,821,131,290,1750,1032,381,94,289,324,62,1,51,0,0,2,0,0,0,1,1.72464,0,2087,940,35
941,18,18,4,2542,4319,4482,2831,219,2323,1070,829,438,205,95,93,2,0.13,451,188,313,2303,1235,443,4,215,186,25,0,21,0,0,2,0,0,0,1,1.91133,0,2542,941,163
942,18,18,4,2779,4257,4310,2551,0,2779,1179,831,568,201,91,35,38,0.19,1783,112,194,2255,1037,712,33,756,875,88,0,31,0,0,2,0,0,0,1,2.95972,0,2779,942,53
943,18,18,4,2398,4585,4597,2957,591,1807,854,733,488,323,236,205,6,0.16,511,175,481,2056,1283,602,52,168,211,70,0,10,0,0,3,2268.62329,0,0,1,1.37548,0,2398,943,12
944,18,18,4,2883,5132,5132,3097,68,2815,1560,645,452,226,102,58,5,0.18,583,219,471,2448,1232,762,98,302,164,9,0,10,0,0,2,0,0,0,2,2.69344,0,2883,944,0
945,18,18,4,2713,4115,4146,2056,25,2688,1708,634,296,75,307,45,55,0.27,8020,126,234,1869,904,1013,165,1318,1057,5357,0,123,115.8513,253.32819,1,0,0,0,3,4.21891,0,2713,945,31
946,18,18,4,2054,4007,4054,2267,352,1702,1373,405,195,81,210,57,133,0.24,5153,252,464,1302,1192,844,674,468,1518,1562,0,931,41,102,2,0,2503.13403,9287.00977,3,3.34897,0,2054,946,47
947,18,18,4,1519,3444,3449,1821,247,1272,924,305,139,151,436,18,391,0.15,4619,210,594,1448,759,438,443,933,1957,804,0,482,0,0,3,0,0,0,2,1.52702,0,1519,947,5
948,18,18,4,1595,4004,4108,1911,707,888,689,399,332,175,391,200,182,0.15,2044,229,708,1617,1078,476,112,380,356,861,9,326,0,0,3,0,0,0,3,1.31177,0,1595,948,104
949,18,18,4,1391,3510,3646,1569,1192,199,364,239,240,548,284,232,46,0.26,806,198,507,974,1132,835,105,125,305,109,1,161,0,0,4,0,0,0,3,1.24708,0,1391,949,136
950,18,18,4,1950,4651,4650,2108,1079,871,659,413,498,380,246,206,29,0.19,1985,256,712,1561,1375,746,140,425,603,766,1,50,0,0,3,0,0,0,3,1.59979,0,1950,950,-1
951,18,18,4,2615,6259,6259,3002,1710,905,706,799,644,466,268,222,21,0.23,637,279,892,1947,1890,1251,68,84,265,140,1,79,0,0,4,0,0,0,3,1.45223,0,2615,951,0
952,18,18,4,2437,6526,6526,2887,2336,101,483,557,751,646,977,237,187,0.23,6011,378,1026,1946,1852,1324,170,1467,780,2536,5,1053,0,0,4,0,0,0,3,1.77029,0,2437,952,0
953,18,18,4,2661,7062,7075,3642,2553,108,333,315,585,1428,587,506,18,0.16,723,443,1371,1826,2598,837,111,177,304,100,1,30,0,0,4,0,0,0,3,1.18849,0,2661,953,13
954,18,18,4,1862,4036,4356,2169,354,1508,669,582,372,239,198,99,82,0.23,1565,191,574,1572,1127,892,460,218,480,232,1,174,0,0,3,1692.67261,0,0,3,1.68184,0,1862,954,320
955,18,18,4,1329,2928,2928,1569,198,1131,513,438,302,76,134,99,35,0.15,2176,139,472,1245,716,356,153,192,1181,600,1,49,0,0,3,0,0,0,3,1.96972,0,1329,955,0
956,18,18,4,2090,4488,4567,2311,725,1365,727,616,446,301,219,208,5,0.17,1020,247,640,1718,1346,616,47,76,365,249,1,282,0,0,3,557.38049,0,0,3,1.47116,0,2090,956,79
957,18,18,4,1431,3122,3183,1577,378,1053,517,288,340,286,158,117,16,0.22,716,160,398,1183,826,616,0,127,538,33,1,17,0,0,4,0,0,0,3,1.53946,0,1431,957,61
958,18,18,4,1547,3140,3271,1666,574,973,430,371,442,304,195,87,19,0.28,715,100,323,1085,950,813,13,151,254,208,1,88,0,0,4,0,0,0,3,1.71685,0,1547,958,131
959,18,18,4,1992,4640,4640,2317,956,1036,709,550,439,294,208,161,25,0.18,565,255,714,1720,1271,680,38,114,262,89,1,61,0,0,4,0,0,0,3,1.45617,0,1992,959,0
960,18,18,4,2082,4867,4895,2229,1047,1035,833,403,427,419,617,170,293,0.21,4493,206,739,1638,1447,865,727,1804,573,721,9,659,0,0,3,0,0,0,3,1.49553,0,2082,960,28
961,18,18,4,932,2748,2748,1327,557,375,365,333,184,50,482,8,474,0,1111,396,677,1585,87,3,45,163,389,117,3,394,0,0,2,0,959.87726,3795.39551,3,1.09426,0,932,961,0
962,18,18,4,1712,4722,4721,1888,352,1360,840,481,317,74,145,92,49,0.1,314,361,1247,1777,952,384,3,93,150,27,3,38,0,0,3,0,0,0,3,1.56794,0,1712,962,-1
963,18,18,4,2253,4857,4866,2526,873,1380,753,513,554,433,235,138,86,0.15,947,200,637,2029,1427,573,75,159,361,277,3,72,0,0,3,1411.04541,0,0,3,1.45192,0,2253,963,9
964,18,18,4,244,756,1371,950,144,100,7,49,122,66,1390,45,1315,0.04,652,64,367,751,149,40,7,324,82,111,8,120,0,0,4,0,0,0,3,0.93531,0,244,964,615
965,18,18,4,239,701,703,362,160,79,87,62,82,8,1017,17,874,0.1,2678,45,175,293,132,58,75,87,143,220,1,2152,0,0,4,0,0,0,3,1.03999,0,239,965,2
966,18,18,4,33,54,71,52,13,20,13,0,20,0,280,8,268,0.13,2311,3,7,25,31,5,894,297,396,402,4,318,0,0,4,0,0,0,3,1.26128,0,33,966,17
967,18,18,4,287,493,540,270,219,68,0,0,118,169,104,4,99,0.07,7590,9,0,341,172,18,574,1066,1377,4178,0,395,52.31468,130.14871,1,0,0,0,3,3.79499,0,287,967,47
968,18,18,4,1500,2696,2788,717,82,1418,1212,185,60,43,83,7,70,0.48,9778,57,213,551,697,1270,987,2227,3137,2420,31,976,75,164,1,0,0,0,3,4.1905,0,1500,968,92
969,18,18,4,701,1253,2238,621,67,634,547,71,51,32,85,14,49,0.13,22313,34,113,1198,681,212,716,4669,1325,14309,0,1294,100.21941,219.14645,1,0,0,0,3,4.97392,0,701,969,985
970,18,18,4,2025,3034,3346,825,91,1934,1795,107,48,75,94,25,67,0.29,13774,107,219,1024,1168,828,449,1485,965,10709,0,166,150.82208,329.79761,1,0,0,0,3,4.44626,0,2025,970,312
971,18,18,4,921,1354,1435,607,48,873,727,136,52,6,96,5,88,0.28,26162,33,60,613,362,367,1022,9461,3762,11402,0,515,99.14355,216.79388,1,0,0,0,3,4.69084,0,921,971,81
972,18,18,4,3718,6314,6365,3641,415,3303,2085,950,517,166,206,95,99,0.18,2671,276,579,3140,1352,1018,297,944,760,566,38,66,0,0,2,0,0,0,1,2.05182,0,3718,972,51
973,18,18,4,1702,2819,2819,1755,141,1561,651,531,308,212,91,50,30,0.16,2764,124,138,1409,797,351,177,244,2172,108,4,59,0,0,3,0,0,0,1,2.98565,0,1702,973,0
974,18,18,4,3171,5047,5180,2884,502,2669,1463,736,657,315,198,151,45,0.27,1839,118,265,2297,1267,1233,282,326,968,84,3,176,0,0,3,0,0,0,1,1.754,0,3171,974,133
975,18,18,4,1216,2370,2415,1333,612,604,489,267,316,144,163,119,30,0.14,1295,103,257,1181,600,274,168,225,745,133,3,21,0,0,3,1926.3783,0,0,3,1.54883,0,1216,975,45
976,18,18,4,2007,4006,4156,2342,602,1405,1142,488,271,106,218,53,63,0.1,1032,198,534,2207,900,317,127,207,413,219,3,63,0,0,3,0,0,0,3,1.89453,0,2007,976,150
977,18,18,4,2354,5655,5678,2188,1199,1155,1326,538,398,92,268,181,71,0.16,2078,361,1175,2044,1330,768,82,147,1575,165,4,105,0,0,3,0,0,0,3,1.6383,0,2354,977,23
978,18,18,4,1396,3806,4315,1117,287,1109,1090,186,74,46,187,103,83,0.13,499,348,1067,1481,944,475,22,39,266,57,38,77,0,0,3,0,0,0,3,1.41094,0,1396,978,509
979,18,18,4,1632,2948,3528,1200,124,1508,1288,216,77,51,207,64,107,0.23,4899,175,412,1445,782,714,591,416,3212,578,38,64,0,0,1,0,640.24799,93.14479,2,2.48153,0,1632,979,580
980,18,18,4,604,1564,1569,651,146,458,409,112,45,38,91,63,19,0.1,582,142,391,632,287,117,38,45,202,290,0,7,51.87391,207.49565,3,0,0,0,3,3.19697,0,604,980,5
981,18,18,4,618,1148,1151,454,57,561,482,89,42,5,72,30,8,0.3,562,60,140,396,236,319,51,117,222,162,0,10,76.20092,166.62602,1,0,0,0,3,3.73758,0,618,981,3
982,18,18,4,673,1782,1785,540,228,445,526,64,66,17,91,57,13,0.12,375,165,456,593,402,169,0,50,265,41,0,19,0,0,2,0,0,0,3,1.56525,0,673,982,3
983,18,18,4,1028,2329,2351,689,203,825,764,158,78,28,80,60,9,0.21,304,144,514,753,502,438,0,106,71,41,0,86,0,0,2,0,0,0,3,1.67161,0,1028,983,22
984,18,18,4,151,365,374,172,73,78,52,62,26,11,104,30,51,0.2,542,31,57,127,95,64,44,40,95,148,0,215,0,0,2,0,0,0,3,1.26395,0,151,984,9
985,18,18,4,697,1778,1818,565,75,622,577,85,23,12,68,47,17,0.1,220,177,503,593,403,142,0,91,57,25,0,47,0,0,2,0,0,0,3,1.53275,0,697,985,40
986,18,18,4,632,1707,1719,508,275,357,462,81,83,6,68,41,26,0.13,184,138,493,577,319,192,0,58,76,28,0,22,0,0,3,0,0,0,3,1.45586,0,632,986,12
987,18,18,4,637,1702,1703,482,329,308,400,87,77,73,75,49,26,0.12,133,142,485,583,322,171,0,0,89,20,0,24,0,0,3,0,0,0,3,1.36344,0,637,987,1
988,18,18,4,1033,2560,2666,1210,623,410,630,197,171,35,1307,56,876,0.11,3009,202,635,1021,591,217,464,467,229,861,0,988,0,0,4,0,0,0,3,1.08513,0,1033,988,106
989,18,18,4,765,2106,2164,703,324,441,526,120,95,24,157,19,137,0.1,761,214,523,845,418,164,61,140,166,176,0,218,0,0,3,655.16602,0,0,3,1.34502,0,765,989,58
