bridgeID,StructureID,Start Node,End Node,"Millbrae-Richmond (1=yes, 0=no)",Richmond-Fremont,SFO-Bay Point,Bay Point-Montgomery,Bay Point-Daly City,Concord-Daly City,Concord-24th St,Pleasant Hill - Daly City,Pleasant Hill - Montgomery,Montogmery- Concord,24th st- bay point,daly city - dublin,daly city - fremont,Notes
1848,105,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1847,104,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1846,103,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1845,102,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1844,101,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1843,100,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1842,99,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1841,98,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1840,97,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1839,96,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1838,95,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1837,94,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1836,93,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1835,92,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1834,91,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1833,90,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1832,89,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1831,88,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1830,87,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1829,86,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1828,85,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1827,84,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1826,83,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1825,82,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1824,81,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1823,80,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1822,79,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1821,78,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1820,77,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1819,76,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1818,75,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1817,74,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1816,73,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1815,72,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1814,71,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1813,70,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1812,69,El Cerrito Plaza,North Berkeley,1,1,0,0,0,0,0,0,0,0,0,0,0,
1811,68,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1810,67,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1809,66,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1808,65,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1807,64,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1806,63,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1805,62,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1804,61,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1803,60,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1802,59,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1801,58,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1800,57,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1799,56,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1798,55,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1797,54,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1796,53,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1795,52,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1794,51,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1793,50,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1792,49,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1791,48,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1790,47,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1789,46,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1788,45,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1787,44,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1786,43,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1785,42,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1784,41,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1783,40,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1782,39,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1781,38,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1780,37,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1779,36,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1778,35,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1777,34,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1776,33,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1775,32,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1774,31,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1773,30,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1772,29,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1771,28,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1770,27,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1769,26,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1768,25,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1767,24,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1766,23,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1765,22,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1764,21,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1763,20,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1762,19,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1761,18,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1760,17,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1759,16,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1758,15,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1757,14,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1756,13,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1755,12,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1754,11,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1753,10,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1752,9,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1751,8,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1750,7,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1749,6,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1748,5,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1747,4,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1746,3,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1745,2,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
1744,1,Ashby,MacArthur,1,1,0,0,0,0,0,0,0,0,0,0,0,
