lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
21.47152,14.80531,11.73231,21.4645,14.81941,11.9741,21.47594,14.83878,12.06745,21.5736,14.93968,12.19926,0,1,0
21.49769,15.03655,12.5205,21.49476,15.07807,12.70831,21.50744,15.10508,12.78059,21.60466,15.20189,12.88796,1,1,1
21.48989,14.97248,12.34147,21.48576,15.0071,12.53831,21.49808,15.03222,12.61422,21.59542,15.13004,12.72588,2,1,2
21.55844,15.02822,12.34946,21.5509,15.05802,12.54392,21.56041,15.08028,12.619,21.65165,15.17333,12.72992,3,2,0
21.56534,15.08581,12.51858,21.55888,15.12205,12.70462,21.56872,15.14606,12.77601,21.65978,15.23756,12.88089,4,2,1
21.55824,15.02646,12.34399,21.55067,15.05612,12.53891,21.56016,15.07827,12.61396,21.65134,15.17079,12.72368,5,2,2
21.48853,14.96915,12.33183,21.47668,14.99741,12.52696,21.48249,15.01741,12.60185,21.56709,15.10496,12.71099,6,3,0
21.49442,15.01799,12.47095,21.48392,15.05488,12.66612,21.49022,15.0778,12.74049,21.5749,15.16579,12.84782,7,3,1
21.48725,14.95829,12.29909,21.47547,14.98748,12.50171,21.48132,15.00798,12.57917,21.56601,15.09628,12.69058,8,3,2
21.65237,15.09646,12.33171,21.64509,15.12446,12.53153,21.65453,15.1461,12.60837,21.74225,15.23637,12.71953,9,4,0
21.66177,15.17618,12.57944,21.65575,15.21155,12.76232,21.66561,15.23542,12.83328,21.75341,15.32608,12.94116,10,4,1
21.65475,15.11715,12.40014,21.64763,15.14581,12.59129,21.65713,15.16767,12.66558,21.74493,15.25861,12.77727,11,4,2
21.50051,14.9918,12.38238,21.48807,15.0209,12.57505,21.49265,15.04063,12.64951,21.56927,15.12353,12.76038,12,5,0
21.50695,15.04455,12.52829,21.49557,15.07971,12.71406,21.50052,15.10129,12.78562,21.57717,15.18409,12.89277,13,5,1
21.49932,14.98178,12.35304,21.48667,15.00963,12.54706,21.49118,15.02889,12.62193,21.56775,15.11147,12.73283,14,5,2
21.34718,14.86001,12.33203,21.32317,14.88412,12.52676,21.31818,14.89822,12.60143,21.37965,14.9706,12.71156,15,6,0
21.34987,14.88191,12.38953,21.3266,14.91068,12.58566,21.32187,14.92617,12.65981,21.38326,14.99767,12.76611,16,6,1
21.34274,14.823,12.22984,21.31811,14.84384,12.43357,21.31285,14.85652,12.5108,21.37404,14.92726,12.62092,17,6,2
