lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
21.47152,14.80595,11.74021,21.4645,14.82037,11.98371,21.47594,14.83989,12.07778,21.5736,14.94088,12.21012,0,1,0
21.49802,15.03971,12.53107,21.49511,15.08149,12.71899,21.50778,15.10849,12.7912,21.60497,15.20512,12.89837,1,1,1
21.49013,14.975,12.35161,21.486,15.00991,12.54881,21.49832,15.03505,12.62478,21.59564,15.13276,12.73637,2,1,2
21.55866,15.03059,12.35946,21.55114,15.06068,12.55435,21.56064,15.08299,12.62952,21.65186,15.17594,12.74038,3,2,0
21.56566,15.08888,12.52932,21.55922,15.12539,12.71549,21.56905,15.14939,12.78682,21.66007,15.24072,12.89149,4,2,1
21.55846,15.02889,12.35421,21.55091,15.05884,12.54952,21.56039,15.08102,12.62464,21.65155,15.17344,12.73429,5,2,2
21.48877,14.97172,12.34212,21.47694,15.00028,12.53763,21.48274,15.02032,12.61258,21.56732,15.10777,12.72165,6,3,0
21.49475,15.02125,12.48209,21.48428,15.05841,12.67729,21.49057,15.08132,12.75154,21.57522,15.16914,12.85864,7,3,1
21.48749,14.96087,12.30966,21.47572,14.99036,12.5126,21.48157,15.0109,12.5901,21.56624,15.0991,12.70141,8,3,2
21.65257,15.09872,12.34209,21.6453,15.12699,12.54228,21.65474,15.14867,12.61918,21.74244,15.23885,12.73026,9,4,0
21.66291,15.18592,12.60917,21.65705,15.22231,12.79143,21.66695,15.2465,12.86224,21.75479,15.33751,12.97075,10,4,1
21.65555,15.12453,12.42629,21.64854,15.15407,12.61706,21.65807,15.17622,12.6913,21.74591,15.26744,12.80355,11,4,2
21.50144,15.00015,12.40895,21.48913,15.03025,12.6012,21.49376,15.05032,12.67561,21.57043,15.13362,12.78708,12,5,0
21.50727,15.04759,12.53852,21.4959,15.08301,12.72448,21.50084,15.1046,12.79599,21.57747,15.18727,12.90297,13,5,1
