lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
21.47152,14.80714,11.7503,21.4645,14.82233,11.99691,21.47594,14.84217,12.092,21.5736,14.94339,12.22524,0,1,0
21.50164,15.0691,12.60835,21.49923,15.11395,12.79383,21.51204,15.14175,12.8649,21.60905,15.23725,12.96928,1,1,1
21.49268,14.99731,12.41823,21.48892,15.03487,12.61338,21.50133,15.06074,12.68839,21.59852,15.15763,12.79761,2,1,2
21.56105,15.05171,12.42559,21.55386,15.08443,12.61858,21.56347,15.1075,12.69283,21.65458,15.19977,12.80138,3,2,0
21.56775,15.10657,12.57942,21.56165,15.14556,12.76558,21.57159,15.17036,12.83682,21.66254,15.26132,12.94033,4,2,1
21.55993,15.04235,12.3977,21.55263,15.07442,12.59323,21.56219,15.09731,12.66834,21.65329,15.18948,12.77704,5,2,2
21.49034,14.98592,12.38594,21.47878,15.01674,12.58162,21.48468,15.03756,12.65656,21.56922,15.12483,12.76468,6,3,0
21.49698,15.04003,12.53412,21.48688,15.07978,12.72876,21.4933,15.10354,12.80274,21.57788,15.19102,12.90849,7,3,1
21.48906,14.97515,12.35468,21.47756,15.00687,12.55742,21.4835,15.02818,12.63477,21.56812,15.11617,12.74501,8,3,2
21.6539,15.11123,12.38606,21.64685,15.1415,12.58627,21.65635,15.16384,12.66307,21.74401,15.25382,12.77314,9,4,0
21.66479,15.20193,12.65541,21.65924,15.24055,12.83783,21.66924,15.26546,12.90858,21.75702,15.35613,13.01584,10,4,1
21.65688,15.13673,12.46679,21.65008,15.16819,12.65795,21.65969,15.19098,12.73221,21.74748,15.28199,12.84347,11,4,2
21.50299,15.01397,12.45018,21.49095,15.04624,12.64277,21.49567,15.06708,12.71721,21.57231,15.15028,12.82772,12,5,0
21.50846,15.05805,12.56783,21.49734,15.09548,12.75532,21.50237,15.11781,12.82734,21.57899,15.20055,12.93409,13,5,1
21.50038,14.99232,12.38899,21.48792,15.02224,12.58516,21.49249,15.0422,12.66067,21.56903,15.12483,12.77147,14,5,2
21.34842,14.87193,12.36882,21.32464,14.89843,12.56578,21.31974,14.9134,12.64113,21.3812,14.986,12.7512,15,6,0
21.35076,14.89078,12.41724,21.3277,14.9218,12.61647,21.32304,14.93808,12.69156,21.38443,15.00997,12.79843,16,6,1
21.34336,14.83015,12.25598,21.31888,14.85307,12.46318,21.31367,14.86652,12.54153,21.37488,14.93767,12.65241,17,6,2
21.33215,14.82174,12.25938,21.30791,14.84539,12.46679,21.3024,14.85883,12.54522,21.35921,14.92684,12.6558,18,7,0
21.34132,14.89622,12.45327,21.31858,14.92778,12.64722,21.31365,14.94396,12.72059,21.37064,15.01235,12.82517,19,7,1
21.33335,14.83171,12.28675,21.30916,14.85535,12.48958,21.30367,14.86874,12.56648,21.36044,14.93634,12.67533,20,7,2
21.37694,14.86633,12.29006,21.35674,14.89128,12.49155,21.35375,14.90584,12.56813,21.40561,14.96933,12.67623,21,8,0
21.39383,15.00006,12.62754,21.3765,15.03984,12.81118,21.3747,15.06032,12.88234,21.42805,15.13229,12.99402,22,8,1
21.38347,14.9199,12.43361,21.36434,14.95073,12.62611,21.36185,14.96797,12.70062,21.41458,15.03723,12.81468,23,8,2
21.19561,14.78069,12.4257,21.17043,14.81447,12.61839,21.16102,14.82987,12.6927,21.18546,14.88298,12.80537,24,9,0
21.22091,14.95931,12.79018,21.20013,15.01079,12.96629,21.19275,15.03389,13.03579,21.22025,15.09927,13.14996,25,9,1
21.205,14.85024,12.57581,21.18143,14.89104,12.76045,21.17281,14.90985,12.83297,21.19859,14.96929,12.94824,26,9,2
21.08378,14.76975,12.57401,21.06905,14.82162,12.76116,21.0659,14.84583,12.8346,21.08889,14.90599,12.95019,27,10,0
21.1032,14.89669,12.80476,21.0915,14.95841,12.98072,21.08954,14.9858,13.04934,21.11438,15.05118,13.16184,28,10,1
21.08466,14.77584,12.58567,21.06997,14.82752,12.77102,21.06676,14.85118,12.84311,21.08966,14.91063,12.95719,29,10,2
21.45833,15.03559,12.60919,21.4505,15.07757,12.79278,21.45602,15.10144,12.86462,21.51473,15.17703,12.9796,30,11,0
21.46358,15.07533,12.70258,21.4571,15.12487,12.88948,21.46318,15.1518,12.96283,21.52239,15.22993,13.07885,31,11,1
21.45299,14.99382,12.50515,21.44472,15.03444,12.70013,21.45012,15.05829,12.77646,21.50867,15.13336,12.89395,32,11,2
21.59203,15.10057,12.51224,21.58744,15.13908,12.7063,21.59777,15.16474,12.78257,21.68032,15.25574,12.90155,33,12,0
21.59869,15.15413,12.65741,21.59479,15.19571,12.83874,21.60524,15.22134,12.9088,21.68726,15.30808,13.01554,34,12,1
21.59026,15.08585,12.46986,21.58508,15.1203,12.66003,21.59512,15.14388,12.73369,21.6771,15.23066,12.8443,35,12,2
21.5806,15.07815,12.46864,21.57887,15.11568,12.66029,21.59197,15.14169,12.73457,21.68116,15.23394,12.84602,36,13,0
21.58769,15.13575,12.62733,21.58717,15.18035,12.81393,21.60065,15.20835,12.88584,21.68969,15.29935,12.99193,37,13,1
21.57949,15.06889,12.44155,21.57771,15.10635,12.63693,21.5908,15.13239,12.71241,21.6799,15.22397,12.8227,38,13,2
21.5349,15.03297,12.43356,21.53462,15.07294,12.63027,21.54909,15.10045,12.70621,21.6429,15.19567,12.81716,39,14,0
21.54356,15.10287,12.6224,21.54445,15.14902,12.8076,21.55924,15.17789,12.87873,21.65278,15.27103,12.98285,40,14,1
21.53499,15.03371,12.43567,21.53462,15.07294,12.63027,21.54904,15.10004,12.70525,21.64273,15.19436,12.81416,41,14,2
21.38106,14.9124,12.41325,21.38267,14.95792,12.61098,21.39866,14.98765,12.68694,21.49675,15.08526,12.7966,42,15,0
21.39289,15.00395,12.6356,21.39635,15.05885,12.82357,21.41289,15.09108,12.89564,21.51083,15.18774,13.00125,43,15,1
21.38232,14.92248,12.43923,21.3842,14.96968,12.63702,21.40029,14.99999,12.71304,21.49844,15.09804,12.82331,44,15,2
21.44246,14.96985,12.45405,21.44754,15.01764,12.6512,21.46532,15.0486,12.72703,21.55769,15.14242,12.83653,45,16,0
21.44851,15.01778,12.57594,21.45462,15.07126,12.76924,21.47273,15.10391,12.84362,21.56498,15.19681,12.94956,46,16,1
21.43986,14.94868,12.39712,21.44468,14.99526,12.59956,21.46242,15.0262,12.67765,21.5548,15.12015,12.78822,47,16,2
21.16269,14.73835,12.37781,21.17472,14.79988,12.58567,21.19645,14.83655,12.66545,21.28555,14.92864,12.77632,48,17,0
21.17747,14.84699,12.60851,21.19133,14.91574,12.80073,21.21362,14.95438,12.87568,21.30392,15.05401,12.99565,49,17,1
21.16535,14.75869,12.42322,21.17758,14.8207,12.62594,21.19943,14.85784,12.70491,21.28948,14.95664,12.82714,50,17,2
21.05518,14.67896,12.4127,21.06429,14.74254,12.61548,21.0813,14.77767,12.69433,21.14723,14.86161,12.81536,51,18,0
21.05365,14.66768,12.38935,21.06273,14.73164,12.59589,21.07973,14.7669,12.67582,21.14542,14.8494,12.79511,52,18,1
21.04408,14.59445,12.23029,21.05176,14.65196,12.44702,21.06832,14.68545,12.53068,21.13354,14.76597,12.65211,53,18,2
20.71971,14.36079,12.21294,20.71935,14.42514,12.42951,20.72575,14.45621,12.51263,20.74761,14.51378,12.63213,54,19,0
20.71971,14.36079,12.21294,20.71935,14.42514,12.42951,20.72575,14.45621,12.51263,20.74761,14.51378,12.63213,55,19,1
20.71971,14.36079,12.21294,20.71935,14.42514,12.42951,20.72575,14.45621,12.51263,20.74761,14.51378,12.63213,56,19,2
21.06407,14.60997,12.23514,21.05773,14.65588,12.44612,21.06216,14.68041,12.52747,21.09511,14.73842,12.64586,57,20,0
21.09215,14.81379,12.65289,21.08982,14.87553,12.83659,21.09573,14.90522,12.90804,21.13085,14.97117,13.01967,58,20,1
21.07729,14.71043,12.45217,21.07273,14.76366,12.64604,21.0778,14.7905,12.72123,21.11169,14.85213,12.83506,59,20,2
21.3549,14.91253,12.47761,21.35477,14.95922,12.67047,21.36651,14.98714,12.74566,21.43534,15.0683,12.86106,60,21,0
21.36729,15.00584,12.69129,21.36936,15.06359,12.87871,21.38188,15.09524,12.95198,21.45144,15.17998,13.06741,61,21,1
21.35575,14.91918,12.49373,21.35602,14.96855,12.69001,21.36793,14.9976,12.76654,21.43697,15.08013,12.88388,62,21,2
21.37254,14.92783,12.46826,21.37164,14.97536,12.66582,21.38564,15.00556,12.743,21.48409,15.10847,12.86333,63,22,0
21.38354,15.01118,12.66464,21.384,15.06446,12.84835,21.39828,15.09519,12.91883,21.49595,15.19241,13.0258,64,22,1
21.37245,14.92713,12.46649,21.37129,14.9728,12.66031,21.38511,15.00165,12.73496,21.48298,15.10028,12.84677,65,22,2
20.9049,14.59354,12.41346,20.90888,14.65965,12.61398,20.92579,14.69564,12.69064,21.03024,14.79864,12.80366,66,23,0
20.91053,14.6317,12.48432,20.91605,14.70512,12.68795,20.93366,14.74456,12.7671,21.03957,14.85655,12.89307,67,23,1
20.89609,14.53125,12.29242,20.89933,14.5962,12.50699,20.91623,14.63338,12.59011,21.02201,14.7452,12.71851,68,23,2
21.33635,14.85869,12.3464,21.32892,14.89921,12.55209,21.33832,14.92574,12.63232,21.43275,15.0277,12.75837,69,24,0
21.34778,14.94807,12.56639,21.34199,14.99623,12.75692,21.35178,15.02395,12.82968,21.44507,15.11729,12.93522,70,24,1
21.33792,14.87137,12.37944,21.33053,14.91161,12.57956,21.33982,14.93712,12.65624,21.43331,15.03192,12.76706,71,24,2
21.32564,14.86171,12.37779,21.31123,14.89717,12.57708,21.31481,14.91879,12.65328,21.39997,15.00765,12.76343,72,25,0
21.31487,14.77192,12.12975,21.30005,14.80859,12.37364,21.30362,14.83179,12.46537,21.38962,14.92768,12.59538,73,25,1
21.31078,14.73591,12.0177,21.29484,14.76476,12.26332,21.29797,14.78518,12.35601,21.38375,14.87973,12.48678,74,25,2
21.39002,14.80479,12.03483,21.37443,14.83099,12.27646,21.37766,14.85037,12.3679,21.46036,14.94181,12.4974,75,26,0
21.40574,14.93873,12.43228,21.39259,14.97859,12.63877,21.3966,15.0016,12.71647,21.4788,15.08809,12.82478,76,26,1
21.39843,14.87842,12.26608,21.38384,14.90984,12.47959,21.38734,14.93016,12.56031,21.46954,15.01698,12.67299,77,26,2
21.2959,14.79524,12.2496,21.27678,14.82695,12.46483,21.27627,14.84566,12.54588,21.35091,14.92732,12.65833,78,27,0
21.28851,14.73211,12.06753,21.26962,14.76891,12.32821,21.26939,14.79103,12.42582,21.34513,14.88188,12.5622,79,27,1
21.28499,14.70073,11.96808,21.26485,14.72858,12.22637,21.26411,14.74725,12.32345,21.33946,14.83557,12.4588,80,27,2
21.30172,14.7163,11.9804,21.27702,14.7398,12.23615,21.27244,14.75521,12.33227,21.34032,14.83746,12.46636,81,28,0
21.30687,14.76199,12.12351,21.28343,14.79377,12.37129,21.27932,14.81198,12.46382,21.34743,14.89524,12.59381,82,28,1
21.30291,14.72702,12.01527,21.27822,14.75011,12.26284,21.2736,14.765,12.35568,21.34134,14.84597,12.4857,83,28,2
21.39805,14.81075,12.04259,21.37464,14.83145,12.28624,21.37087,14.84565,12.37789,21.43699,14.92431,12.50666,84,29,0
21.41278,14.93701,12.41925,21.39139,14.96823,12.62173,21.38829,14.98523,12.69781,21.45405,15.05957,12.80433,85,29,1
21.40587,14.87958,12.25947,21.3831,14.90262,12.46906,21.37948,14.9168,12.54816,21.44512,14.99071,12.65882,86,29,2
21.21497,14.72717,12.24283,21.17951,14.74774,12.45238,21.1634,14.75566,12.53098,21.19128,14.80399,12.6393,87,30,0
21.2206,14.77254,12.35507,21.18569,14.79468,12.54934,21.16978,14.80302,12.62241,21.19795,14.85254,12.72776,88,30,1
21.21305,14.71133,12.20178,21.1767,14.72571,12.40513,21.16019,14.73106,12.48184,21.18786,14.77834,12.59109,89,30,2
21.1392,14.65232,12.19012,21.10006,14.66741,12.39468,21.08236,14.6731,12.47174,21.11918,14.72794,12.58189,90,31,0
21.13968,14.65629,12.20003,21.10131,14.67711,12.41465,21.08401,14.6855,12.49551,21.12144,14.74468,12.61224,91,31,1
21.13382,14.6073,12.07337,21.0941,14.62022,12.29434,21.07621,14.62544,12.3777,21.11315,14.68209,12.49658,92,31,2
21.10679,14.58346,12.0584,21.06663,14.59695,12.28078,21.04872,14.60256,12.36463,21.09135,14.66378,12.48444,93,32,0
21.10539,14.57144,12.02605,21.06708,14.60056,12.28856,21.05011,14.6134,12.3862,21.09389,14.68331,12.52098,94,32,1
21.10159,14.53827,11.93312,21.06175,14.55693,12.1921,21.04407,14.56534,12.28874,21.08719,14.63116,12.42199,95,32,2
20.83874,14.31809,11.88795,20.79686,14.3484,12.15484,20.77706,14.36092,12.25389,20.81803,14.43012,12.38921,96,33,0
20.84602,14.37825,12.02799,20.80544,14.41423,12.27722,20.78617,14.42855,12.3697,20.82748,14.49834,12.49892,97,33,1
20.84035,14.33173,11.92069,20.79799,14.35729,12.17178,20.7779,14.36737,12.26518,20.81849,14.43351,12.39478,98,33,2
20.64818,14.17731,11.88407,20.60345,14.21121,12.14016,20.58124,14.22408,12.23509,20.62048,14.29295,12.36611,99,34,0
20.65249,14.21158,11.95517,20.6093,14.25405,12.21164,20.58782,14.27058,12.3067,20.62778,14.34291,12.4385,100,34,1
20.64637,14.16261,11.85273,20.60118,14.19416,12.11113,20.57877,14.2062,12.20707,20.61788,14.27462,12.33914,101,34,2
21.03125,14.47782,11.9102,20.99948,14.50114,12.16325,20.98935,14.51428,12.25791,21.05276,14.59389,12.38966,102,35,0
21.03595,14.51825,12.01883,21.00651,14.55805,12.28498,20.99744,14.57805,12.38379,21.06178,14.66363,12.52041,103,35,1
21.03162,14.48105,11.91914,21.00058,14.51028,12.18334,20.99081,14.52606,12.28176,21.05459,14.60836,12.41745,104,35,2
21.18242,14.60655,11.92009,21.16327,14.63804,12.18231,21.16343,14.65849,12.28047,21.24258,14.75047,12.41683,105,36,0
21.18648,14.64237,12.02825,21.16886,14.68469,12.29451,21.16967,14.70946,12.39408,21.24934,14.80485,12.53286,106,36,1
21.18266,14.60876,11.927,21.16367,14.64143,12.1907,21.1639,14.66248,12.28963,21.24315,14.75518,12.42718,107,36,2
21.10023,14.5392,11.91976,21.08803,14.58153,12.18954,21.09421,14.60877,12.29066,21.18704,14.71292,12.43043,108,37,0
21.12161,14.7139,12.36391,21.11229,14.76833,12.58106,21.11948,14.79905,12.66512,21.21247,14.90234,12.79239,109,37,1
21.11237,14.64165,12.19437,21.10119,14.68662,12.41952,21.10768,14.71411,12.50637,21.20038,14.81612,12.63528,110,37,2
20.6439,14.29572,12.13256,20.62601,14.35794,12.36687,20.62577,14.38915,12.45655,20.70905,14.48929,12.58765,111,38,0
20.65824,14.39388,12.30772,20.6435,14.46795,12.53383,20.64459,14.50369,12.62111,20.72896,14.60817,12.75349,112,38,1
20.64361,14.2937,12.12881,20.62579,14.35645,12.36455,20.62561,14.38812,12.45503,20.70919,14.49016,12.58889,113,38,2
20.6356,14.29142,12.14329,20.60911,14.34855,12.37389,20.60159,14.37577,12.46229,20.6715,14.46954,12.59371,114,39,0
20.62195,14.19005,11.94939,20.5948,14.25103,12.21977,20.58702,14.27992,12.32054,20.65694,14.37616,12.46115,115,39,1
