lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
21.47152,14.80712,11.75006,21.4645,14.82229,11.99638,21.47594,14.84212,12.09141,21.5736,14.94333,12.22458,0,1,0
21.50163,15.06906,12.60817,21.49922,15.11388,12.79351,21.51204,15.14167,12.86455,21.60904,15.23717,12.96889,1,1,1
21.49268,14.99727,12.41804,21.48891,15.03481,12.61302,21.50132,15.06067,12.68799,21.59852,15.15755,12.79716,2,1,2
21.56104,15.05168,12.4254,21.55386,15.08437,12.61823,21.56346,15.10743,12.69244,21.65458,15.1997,12.80094,3,2,0
21.56774,15.10652,12.57921,21.56165,15.14548,12.76523,21.57158,15.17028,12.83644,21.66253,15.26123,12.93991,4,2,1
21.55993,15.0423,12.39749,21.55262,15.07435,12.59286,21.56219,15.09723,12.66792,21.65329,15.1894,12.77659,5,2,2
21.49034,14.98588,12.38574,21.47878,15.01667,12.58125,21.48468,15.03748,12.65615,21.56921,15.12475,12.76424,6,3,0
21.49698,15.03998,12.53393,21.48688,15.07971,12.72843,21.49329,15.10347,12.80238,21.57788,15.19093,12.90809,7,3,1
21.48906,14.97511,12.35448,21.47755,15.00681,12.55706,21.48349,15.02811,12.63438,21.56812,15.1161,12.74458,8,3,2
21.6539,15.1112,12.38587,21.64685,15.14145,12.5859,21.65635,15.16377,12.66266,21.74401,15.25375,12.77268,9,4,0
21.66479,15.20189,12.65524,21.65923,15.24049,12.83751,21.66923,15.26539,12.90823,21.75701,15.35605,13.01545,10,4,1
21.65687,15.13669,12.46661,21.65008,15.16814,12.6576,21.65968,15.19092,12.73182,21.74748,15.28192,12.84303,11,4,2
21.50299,15.01393,12.44999,21.49094,15.04618,12.64242,21.49566,15.067,12.71682,21.5723,15.1502,12.82728,12,5,0
21.50845,15.058,12.56764,21.49734,15.09541,12.75498,21.50237,15.11773,12.82697,21.57899,15.20047,12.93367,13,5,1
21.50038,14.99228,12.3888,21.48792,15.02217,12.58479,21.49249,15.04212,12.66026,21.56903,15.12475,12.77101,14,5,2
21.34842,14.8719,12.36868,21.32464,14.89837,12.56549,21.31974,14.91333,12.64082,21.38119,14.98592,12.75084,15,6,0
21.35076,14.89074,12.4171,21.3277,14.92173,12.61618,21.32303,14.93801,12.69124,21.38443,15.00989,12.79807,16,6,1
21.34336,14.83012,12.25584,21.31888,14.85301,12.46287,21.31367,14.86645,12.54118,21.37487,14.9376,12.65203,17,6,2
21.33215,14.8217,12.25921,21.30791,14.84532,12.46644,21.3024,14.85876,12.54483,21.35921,14.92677,12.65535,18,7,0
21.34131,14.89618,12.45309,21.31857,14.92771,12.64689,21.31364,14.94387,12.72023,21.37063,15.01226,12.82476,19,7,1
21.33334,14.83168,12.28658,21.30915,14.85528,12.48923,21.30367,14.86867,12.5661,21.36044,14.93626,12.67489,20,7,2
21.37694,14.86623,12.28933,21.35674,14.89118,12.49096,21.35375,14.90575,12.56759,21.4056,14.96924,12.67572,21,8,0
21.39383,14.99997,12.627,21.37649,15.03974,12.81072,21.3747,15.06022,12.88192,21.42804,15.1322,12.99362,22,8,1
21.38347,14.9198,12.43298,21.36434,14.95063,12.62559,21.36184,14.96788,12.70014,21.41457,15.03714,12.81423,23,8,2
21.19561,14.78063,12.42539,21.17043,14.81439,12.61798,21.16101,14.82978,12.69228,21.18546,14.88289,12.80492,24,9,0
21.22091,14.95925,12.78994,21.20012,15.01071,12.96598,21.19274,15.0338,13.03547,21.22024,15.09918,13.14962,25,9,1
21.205,14.85018,12.57554,21.18143,14.89096,12.76009,21.1728,14.90977,12.8326,21.19858,14.9692,12.94785,26,9,2
21.08377,14.76964,12.57349,21.06904,14.82151,12.76068,21.0659,14.84572,12.83415,21.08889,14.90588,12.94976,27,10,0
21.1032,14.89658,12.80432,21.09149,14.9583,12.98032,21.08953,14.98569,13.04896,21.11437,15.05107,13.16147,28,10,1
21.08466,14.77574,12.58515,21.06996,14.82741,12.77055,21.06675,14.85107,12.84267,21.08965,14.91053,12.95676,29,10,2
21.45832,15.03557,12.60908,21.4505,15.07751,12.79251,21.45601,15.10138,12.86431,21.51473,15.17696,12.97925,30,11,0
21.46358,15.07529,12.70245,21.45709,15.1248,12.8892,21.46317,15.15172,12.96252,21.52239,15.22985,13.0785,31,11,1
21.45299,14.99378,12.50502,21.44471,15.03438,12.69983,21.45012,15.05822,12.77612,21.50866,15.13328,12.89356,32,11,2
21.59203,15.10053,12.51203,21.58743,15.13902,12.70592,21.59777,15.16467,12.78214,21.68031,15.25565,12.90108,33,12,0
21.59868,15.15409,12.65721,21.59479,15.19564,12.83838,21.60523,15.22126,12.90841,21.68726,15.308,13.0151,34,12,1
21.59025,15.08581,12.46965,21.58507,15.12024,12.65964,21.59511,15.1438,12.73325,21.67709,15.23057,12.8438,35,12,2
21.58059,15.07812,12.46849,21.57887,15.11563,12.65998,21.59196,15.14162,12.73422,21.68115,15.23387,12.84562,36,13,0
21.58768,15.13569,12.62712,21.58717,15.18026,12.81359,21.60064,15.20826,12.88546,21.68969,15.29925,12.99152,37,13,1
21.57948,15.06884,12.44134,21.5777,15.10628,12.63656,21.59079,15.13231,12.712,21.67989,15.22388,12.82225,38,13,2
21.53489,15.03292,12.43334,21.53461,15.07286,12.62989,21.54909,15.10037,12.7058,21.64289,15.19558,12.81672,39,14,0
21.54355,15.10281,12.6222,21.54445,15.14893,12.80726,21.55923,15.1778,12.87836,21.65277,15.27094,12.98244,40,14,1
21.53498,15.03366,12.43546,21.53461,15.07287,12.6299,21.54904,15.09996,12.70485,21.64273,15.19428,12.81372,41,14,2
21.38105,14.91234,12.41304,21.38267,14.95784,12.61061,21.39865,14.98756,12.68654,21.49674,15.08516,12.79617,42,15,0
21.39288,15.00388,12.6354,21.39635,15.05875,12.82323,21.41288,15.09098,12.89528,21.51082,15.18764,13.00086,43,15,1
21.38231,14.92242,12.43902,21.3842,14.9696,12.63667,21.40029,14.9999,12.71266,21.49843,15.09795,12.82289,44,15,2
21.44245,14.96981,12.45387,21.44753,15.01757,12.65087,21.46531,15.04852,12.72667,21.55768,15.14234,12.83613,45,16,0
21.4485,15.01772,12.57576,21.45462,15.07117,12.76891,21.47272,15.10382,12.84327,21.56498,15.19672,12.94916,46,16,1
