lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
12.44484,12.89531,12.49559,12.5728,13.07736,12.75208,12.62742,13.15281,12.85327,12.69135,13.23968,12.96675,0,1,0
13.89244,12.90276,12.54501,14.0803,13.08499,12.7991,14.14725,13.16041,12.8989,14.21828,13.24717,13.01061,1,1,1
13.26839,12.89824,12.51531,13.44064,13.08037,12.77083,13.50446,13.15581,12.87146,13.57371,13.24263,12.98422,2,1,2
13.29711,12.94622,12.53727,13.46437,13.11896,12.78574,13.52654,13.19101,12.88408,13.59409,13.27424,12.99457,3,2,0
13.92196,12.95066,12.56723,14.10848,13.12356,12.81452,14.17506,13.1956,12.91211,14.24573,13.27879,13.02162,4,2,1
13.30895,12.94628,12.53769,13.47808,13.11903,12.78618,13.54089,13.19108,12.88453,13.60911,13.27431,12.99502,5,2,2
13.30029,12.92969,12.52613,13.47012,13.10293,12.77428,13.53315,13.17519,12.87256,13.60156,13.25867,12.98301,6,3,0
13.85055,12.93352,12.55187,14.04482,13.10697,12.79948,14.1146,13.17925,12.89727,14.18889,13.26272,13.00703,7,3,1
13.25056,12.92943,12.5244,13.42437,13.1027,12.77281,13.48931,13.17496,12.8712,13.56,13.25846,12.98177,8,3,2
13.29908,13.01517,12.58382,13.46661,13.17936,12.82506,13.52948,13.24816,12.92092,13.59808,13.32788,13.02885,9,4,0
13.98678,13.0199,12.61643,14.17117,13.18427,12.85641,14.237,13.25307,12.95144,14.30688,13.33275,13.05827,10,4,1
13.37795,13.01556,12.58657,13.54319,13.17974,12.82754,13.60458,13.24854,12.92327,13.67126,13.32824,13.03104,11,4,2
13.35094,12.97092,12.56759,13.51982,13.14045,12.81044,13.58241,13.21127,12.90685,13.6503,13.29317,13.01536,12,5,0
13.84393,12.97428,12.59019,14.03095,13.14396,12.83242,14.09803,13.21479,12.92834,14.16941,13.29668,13.03618,13,5,1
13.26066,12.97046,12.56449,13.42773,13.13998,12.8075,13.49017,13.2108,12.90401,13.55821,13.29272,13.01263,14,5,2
13.23736,12.92911,12.53606,13.40694,13.10168,12.78063,13.47018,13.17367,12.87772,13.53901,13.25688,12.98698,15,6,0
13.71477,12.93211,12.55607,13.90899,13.10487,12.80042,13.97918,13.17689,12.89719,14.05414,13.2601,13.00598,16,6,1
13.1549,12.92872,12.53344,13.32677,13.1013,12.77826,13.39151,13.1733,12.87547,13.46232,13.25652,12.98488,17,6,2
13.15814,12.9377,12.54616,13.33004,13.11051,12.79039,13.39483,13.1826,12.8874,13.46569,13.26591,12.9966,18,7,0
13.74975,12.94133,12.57025,13.938,13.11426,12.81363,14.00575,13.18635,12.91006,14.07801,13.26963,13.01849,19,7,1
13.18099,12.93781,12.54686,13.3499,13.1106,12.79095,13.41334,13.18268,12.88791,13.48264,13.26598,12.99705,20,7,2
13.19319,12.95654,12.55674,13.35991,13.12551,12.79752,13.42263,13.19627,12.89348,13.49121,13.27821,13.00169,21,8,0
13.91231,12.96135,12.58881,14.0987,13.13049,12.82847,14.16523,13.20124,12.92366,14.23588,13.28313,13.03082,22,8,1
13.30287,12.95708,12.56032,13.47069,13.12605,12.80088,13.53305,13.1968,12.89673,13.60081,13.27872,13.00479,23,8,2
13.27857,12.92377,12.55923,13.44961,13.09632,12.79774,13.51306,13.16853,12.89308,13.58194,13.25213,13.00076,24,9,0
14.14562,12.93085,12.6046,14.32921,13.10354,12.84112,14.39403,13.17571,12.93522,14.46246,13.25919,13.0413,25,9,1
13.47377,12.92488,12.56645,13.64411,13.09742,12.80447,13.70632,13.16962,12.89955,13.7733,13.25318,13.00692,26,9,2
13.44556,12.87021,12.54792,13.621,13.05437,12.79322,13.68489,13.13078,12.8907,13.75359,13.21881,13.00046,27,10,0
14.16626,12.87697,12.58949,14.35385,13.06123,12.83295,14.41992,13.13758,12.9293,14.48957,13.22549,13.03761,28,10,1
13.46743,12.87036,12.54881,13.64417,13.05452,12.7941,13.70844,13.13093,12.89156,13.77748,13.21896,13.0013,29,10,2
13.52264,12.98187,12.59354,13.69158,13.15162,12.83402,13.75332,13.22254,12.92963,13.81981,13.30458,13.03731,30,11,0
13.96821,12.98534,12.61656,14.15901,13.1553,12.85678,14.22713,13.22625,12.95201,14.29943,13.30829,13.05912,31,11,1
