lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
12.44102,12.88707,12.48695,12.56668,13.06489,12.73988,12.62026,13.13857,12.83964,12.68294,13.22342,12.95151,0,1,0
13.5934,12.89206,12.52028,13.75947,13.06991,12.77103,13.81901,13.14354,12.86965,13.88253,13.22829,12.98014,1,1,1
13.05688,12.88904,12.50019,13.20988,13.06687,12.75224,13.26753,13.14053,12.85154,13.33078,13.22534,12.96286,2,1,2
13.09233,12.93765,12.52282,13.2398,13.10625,12.76783,13.29555,13.17656,12.86485,13.35683,13.25783,12.97391,3,2,0
13.64057,12.94072,12.54375,13.80588,13.10939,12.78763,13.86524,13.17968,12.88402,13.92857,13.2609,12.99227,4,2,1
13.11186,12.93773,12.52339,13.26216,13.10634,12.76842,13.31887,13.17666,12.86545,13.38113,13.25793,12.9745,5,2,2
13.10133,12.92115,12.51179,13.25235,13.09037,12.75661,13.30929,13.16093,12.85361,13.37176,13.2425,12.96266,6,3,0
13.5506,12.9236,12.52841,13.72565,13.09293,12.77276,13.78924,13.16351,12.8694,13.85744,13.24507,12.97797,7,3,1
13.04409,12.92091,12.51014,13.19973,13.09015,12.75523,13.25902,13.16073,12.85234,13.32435,13.24231,12.96152,8,3,2
13.10341,13.00719,12.57041,13.25206,13.1668,12.80742,13.30894,13.23367,12.90163,13.37177,13.31116,13.00774,9,4,0
13.7301,13.01065,12.59445,13.89518,13.17035,12.83022,13.95444,13.23719,12.92372,14.01761,13.31464,13.02892,10,4,1
13.19831,13.00759,12.57319,13.34587,13.16719,12.80993,13.40148,13.23404,12.90402,13.46244,13.31153,13.00998,11,4,2
13.16556,12.96152,12.55253,13.3171,13.12659,12.7916,13.37406,13.19554,12.88655,13.43642,13.27533,12.99346,12,5,0
13.60143,12.96394,12.56892,13.76545,13.12905,12.80716,13.82459,13.19799,12.90162,13.88785,13.27774,13.00792,13,5,1
13.09482,12.96122,12.55046,13.24226,13.12627,12.7896,13.29816,13.19522,12.8846,13.35966,13.27501,12.99158,14,5,2
13.0681,12.92184,12.52488,13.21821,13.09034,12.76591,13.27499,13.16062,12.86161,13.3374,13.24186,12.96934,15,6,0
13.44819,12.92377,12.53783,13.61921,13.09237,12.77854,13.6817,13.16265,12.87397,13.74898,13.24388,12.98132,16,6,1
12.97843,12.92148,12.52245,13.13036,13.09,12.76374,13.18867,13.16028,12.85956,13.25321,13.24154,12.96742,17,6,2
12.98026,12.92552,12.52809,13.13249,13.09475,12.77001,13.19099,13.16545,12.86623,13.25578,13.24725,12.97462,18,7,0
13.49233,12.92807,12.54517,13.65662,13.09733,12.7861,13.71623,13.16801,12.88177,13.78023,13.24975,12.98948,19,7,1
13.00745,12.92562,12.5288,13.15659,13.09485,12.77058,13.21359,13.16554,12.86674,13.27659,13.24732,12.97508,20,7,2
13.02364,12.94875,12.54504,13.17027,13.11377,12.78247,13.22638,13.18286,12.87712,13.28843,13.26291,12.98389,21,8,0
13.69884,12.95249,12.57022,13.86517,13.11759,12.80641,13.92471,13.18667,12.90033,13.98812,13.26666,13.00615,22,8,1
13.15229,12.94928,12.54866,13.30266,13.11431,12.78588,13.35916,13.1834,12.88042,13.42104,13.26344,12.98704,23,8,2
13.12405,12.91579,12.54776,13.27773,13.08428,12.78288,13.33537,13.1548,12.87689,13.39846,13.23648,12.98311,24,9,0
13.80785,12.92014,12.57597,13.97774,13.08871,12.80976,14.03814,13.1592,12.90296,14.10224,13.24081,13.00814,25,9,1
13.22372,12.91625,12.55081,13.37996,13.08475,12.78577,13.43798,13.15527,12.87969,13.50112,13.23694,12.98579,26,9,2
13.187,12.85973,12.53045,13.34955,13.0401,12.77342,13.4097,13.11494,12.86997,13.47504,13.20117,12.9787,27,10,0
13.84161,12.86435,12.55923,14.017,13.04476,12.80071,14.0791,13.11955,12.8964,14.14486,13.20569,13.00405,28,10,1
13.21899,12.85989,12.53147,13.38318,13.04027,12.77441,13.44377,13.1151,12.87094,13.50947,13.20134,12.97964,29,10,2
13.28942,12.97311,12.57782,13.44434,13.13883,12.8153,13.50185,13.20808,12.90976,13.5644,13.28823,13.0162,30,11,0
13.7676,12.97614,12.59808,13.94075,13.14197,12.83486,14.00277,13.21123,12.92883,14.06881,13.29135,13.03462,31,11,1
13.21107,12.97273,12.5753,13.36742,13.13846,12.81302,13.426,13.20773,12.90759,13.49,13.28789,13.01416,32,11,2
13.22329,12.98398,12.56622,13.37759,13.14701,12.80451,13.43541,13.21511,12.89908,13.49858,13.29394,13.00551,33,12,0
13.70061,12.98678,12.58537,13.86241,13.14984,12.82248,13.9203,13.21792,12.91641,13.98195,13.29669,13.02205,34,12,1
13.17269,12.98376,12.56466,13.31884,13.14675,12.80286,13.37376,13.21484,12.8974,13.43394,13.29366,13.00383,35,12,2
13.15524,12.95924,12.55346,13.30483,13.12877,12.79792,13.36098,13.19928,12.89456,13.42244,13.28067,13.00308,36,13,0
13.65937,12.96212,12.57287,13.82342,13.1317,12.81624,13.88227,13.20218,12.91227,13.94505,13.28352,13.02005,37,13,1
13.13003,12.95914,12.55271,13.27924,13.12866,12.79723,13.33548,13.19918,12.8939,13.39718,13.28057,13.00246,38,13,2
13.10438,12.91961,12.52624,13.25713,13.09521,12.77629,13.31458,13.16797,12.87482,13.37752,13.25178,12.98529,39,14,0
13.60653,12.92244,12.54512,13.77111,13.09806,12.79394,13.83017,13.17079,12.89184,13.89318,13.25453,13.00153,40,14,1
13.0801,12.91951,12.52554,13.23137,13.0951,12.77562,13.2884,13.16786,12.87417,13.351,13.25167,12.98466,41,14,2
13.01294,12.8182,12.46384,13.17315,13.00873,12.72516,13.2332,13.08699,12.82751,13.29891,13.17667,12.9419,42,15,0
13.65127,12.82211,12.48887,13.82443,13.01262,12.74843,13.88608,13.09083,12.8499,13.95156,13.18042,12.96323,43,15,1
13.0696,12.81845,12.46549,13.23247,13.00899,12.72673,13.29314,13.08724,12.82903,13.35929,13.17692,12.94336,44,15,2
13.10177,12.87537,12.50951,13.26103,13.05954,12.76517,13.3205,13.13536,12.86545,13.38542,13.22235,12.97762,45,16,0
13.53756,12.87784,12.52557,13.70632,13.06202,12.78015,13.76705,13.1378,12.87988,13.83195,13.22474,12.99139,46,16,1
13.01981,12.87502,12.50718,13.17669,13.05919,12.76299,13.23588,13.135,12.86335,13.30087,13.22201,12.97562,47,16,2
12.93242,12.75454,12.45306,13.10304,12.96165,12.72333,13.1669,13.04572,12.8285,13.23673,13.14143,12.94565,48,17,0
13.65233,12.75907,12.48058,13.83105,12.96609,12.74866,13.89452,13.05007,12.8528,13.96189,13.14565,12.96873,49,17,1
