lowInc_0_autos,lowInc_autos_lt_workers,lowInc_autos_ge_workers,medInc_0_autos,medInc_autos_lt_workers,medInc_autos_ge_workers,highInc_0_autos,highInc_autos_lt_workers,highInc_autos_ge_workers,veryHighInc_0_autos,veryHighInc_autos_lt_workers,veryHighInc_autos_ge_workers,destChoiceAlt,taz,subzone
12.44326,12.89218,12.49204,12.56983,13.07194,12.74623,12.62378,13.14637,12.84643,12.68688,13.23202,12.95877,0,1,0
13.79645,12.89877,12.53585,13.98166,13.0787,12.78797,14.04775,13.1531,12.88695,14.11793,13.23866,12.99774,1,1,1
13.19843,12.89478,12.50949,13.36726,13.0746,12.76284,13.43005,13.14902,12.86255,13.49832,13.23464,12.97427,2,1,2
13.23018,12.94589,12.53606,13.39379,13.11646,12.78211,13.45483,13.18747,12.87938,13.52129,13.26946,12.98864,3,2,0
13.81157,12.94966,12.56159,13.99591,13.12039,12.80675,14.06186,13.1914,12.90341,14.13197,13.27336,13.01186,4,2,1
13.23025,12.94589,12.53606,13.39605,13.11647,12.78217,13.45792,13.18748,12.87947,13.52529,13.26948,12.98875,5,2,2
13.22083,12.92917,12.52428,13.38739,13.10033,12.77019,13.4495,13.17158,12.86746,13.5171,13.25386,12.97674,6,3,0
13.73836,12.93244,12.54632,13.93139,13.1038,12.79191,14.00093,13.17509,12.88881,14.07508,13.25736,12.99754,7,3,1
13.17166,12.92894,12.5227,13.34255,13.10012,12.76886,13.40673,13.17138,12.86624,13.4768,13.25367,12.97563,8,3,2
13.22379,13.01392,12.58108,13.38795,13.17588,12.81989,13.4499,13.24365,12.9147,13.5177,13.32213,13.02142,9,4,0
13.87691,13.01802,12.60939,14.05921,13.18014,12.84718,14.12446,13.24791,12.9413,14.19384,13.32636,13.0471,10,4,1
13.29977,13.01427,12.58354,13.46159,13.17622,12.8221,13.52203,13.24398,12.91679,13.58785,13.32245,13.02338,11,4,2
13.26992,12.96768,12.56175,13.4356,13.13485,12.80229,13.49731,13.20461,12.89773,13.56444,13.28527,13.00514,12,5,0
13.77868,12.97092,12.58357,13.96195,13.13822,12.82345,14.02771,13.20798,12.9184,14.09773,13.28863,13.02513,13,5,1
13.21475,12.96742,12.55996,13.37786,13.13458,12.80056,13.43895,13.20433,12.89604,13.50561,13.285,13.0035,14,5,2
13.19109,12.9282,12.53465,13.35695,13.09896,12.77738,13.41894,13.1701,12.87364,13.48652,13.25229,12.98193,15,6,0
13.65154,12.93094,12.55296,13.84228,13.10188,12.79548,13.91128,13.17304,12.89146,13.98502,13.25523,12.99932,16,6,1
13.11187,12.92784,12.53224,13.28005,13.09862,12.77521,13.34357,13.16977,12.87158,13.41314,13.25197,12.98001,17,6,2
13.11429,12.93417,12.54113,13.28235,13.10472,12.78315,13.34585,13.1758,12.87924,13.41541,13.25794,12.98739,18,7,0
13.69464,12.93757,12.56373,13.87902,13.10823,12.80494,13.94539,13.17931,12.90047,14.01617,13.26141,13.00788,19,7,1
13.14253,12.93429,12.54196,13.30762,13.10483,12.78384,13.36972,13.1759,12.87987,13.43763,13.25803,12.98796,20,7,2
13.15538,12.95358,12.5526,13.31826,13.1204,12.79124,13.37964,13.19019,12.88629,13.44682,13.27099,12.99346,21,8,0
13.8545,12.95804,12.58245,14.03774,13.12503,12.82006,14.10315,13.19481,12.91439,14.1726,13.27557,13.02059,22,8,1
13.26103,12.95407,12.55593,13.42546,13.1209,12.79438,13.48666,13.19068,12.88932,13.55322,13.27148,12.99635,23,8,2
13.23578,12.92091,12.55522,13.40349,13.09125,12.79158,13.4658,13.16247,12.886,13.53351,13.2449,12.99264,24,9,0
13.95305,12.92608,12.5886,14.137,13.09657,12.82376,14.20229,13.16778,12.91736,14.27142,13.25015,13.02289,25,9,1
13.32715,12.92138,12.55831,13.49536,13.09172,12.79449,13.55737,13.16294,12.88881,13.62448,13.24536,12.99531,26,9,2
13.29437,12.86629,12.53944,13.46845,13.04811,12.78289,13.5324,13.12351,12.87961,13.60151,13.21035,12.98853,27,10,0
